edicion_denue,anio_denue,mes_denue,categoria_proyecto,subcategoria_proyecto,sector_gestion,alcance_analitico,revision_manual,motivo_revision,cve_geo_ageb,id,clee,nom_estab,raz_social,codigo_act,nombre_act,per_ocu,tipo_vial,nom_vial,tipo_v_e_1,nom_v_e_1,tipo_v_e_2,nom_v_e_2,tipo_v_e_3,nom_v_e_3,numero_ext,letra_ext,edificio,edificio_e,numero_int,letra_int,tipo_asent,nomb_asent,tipoCenCom,nom_CenCom,num_local,cod_postal,cve_ent,entidad,cve_mun,municipio,cve_loc,localidad,ageb,manzana,telefono,correoelec,www,tipoUniEco,latitud,longitud,fecha_alta
2022-11,2022,11,Gimnasios y espacios deportivos,Escuela de deporte,Privado,Complementario,NO,,0901000012112,924800,09010713943000951010000000U3,BOX,,611621,Escuelas de deporte del sector privado,0 a 5 personas,CALLE,URANO,AVENIDA,CHICAGO,CALLE,MERCURIO,CALLE,NEPTUNO,0,SN,,,0,,COLONIA,AVENIDA CHICAGO,,,,01280,09,CIUDAD DE MÉXICO,010,Álvaro Obregón,0001,Álvaro Obregón,2112,002,,,,Fijo,19.3821545700000000,-99.208424520000000,2014-12
2022-11,2022,11,Gimnasios y espacios deportivos,Escuela de deporte,Privado,Complementario,NO,,0900500011792,7713793,09005713943003171000000000U5,BOX FT,,611621,Escuelas de deporte del sector privado,0 a 5 personas,CALZADA,CALZADA DE GUADALUPE,CALLE,JOYAS,CALLE,TESORO,CALLE,ACERINA,525,,,,,,COLONIA,ESTRELLA,,,,07810,09,CIUDAD DE MÉXICO,005,Gustavo A. Madero,0001,Gustavo A. Madero,1792,010,,BOXFT@GMAIL.COM,WWW.BOXFT,Fijo,19.4750205300000000,-99.120825560000000,2019-11
2022-11,2022,11,Gimnasios y espacios deportivos,Escuela de deporte,Privado,Complementario,NO,,0900300010959,9160511,09003713943002211000000000U5,BOX AZTECAS,,611621,Escuelas de deporte del sector privado,0 a 5 personas,CALLE,CAPITANA MANUELA MEDINA,PRIVADA,GUADALUPE NARVAEZ,PRIVADA,ANDADOR R. NARVAEZ,PRIVADA,NATALIA SERDÁN,4,LOTE,,,,,COLONIA,CARMEN SERDAN,,,,04910,09,CIUDAD DE MÉXICO,003,Coyoacán,0001,Coyoacán,0959,038,,BOX_AZTECAS_LAVIRGEN@OUTLOOK.COM,,Fijo,19.3216593200000000,-99.105812430000000,2019-11
2022-11,2022,11,Gimnasios y espacios deportivos,Escuela de deporte,Privado,Complementario,NO,,0901000011133,1008069,09010611621000472000000000U5,BIKRAM YOGA MEXICO,BIKRAM YOGA MEXICO SC,611621,Escuelas de deporte del sector privado,6 a 10 personas,CALLE,TECOYOTITLA,AVENIDA,VITO ALESSIO ROBLES,CALLE,COMUNAL,CALLE,COMUNAL,343,,,,,,COLONIA,EX HACIENDA GUADALUPE DE CHIMALISTAC,,,,01050,09,CIUDAD DE MÉXICO,010,Álvaro Obregón,0001,Álvaro Obregón,1133,033,,CONTACTO@BIKRAYOGASANANGEL.COM,WWW.BIKRAMYOGASANANGEL.COM,Fijo,19.3509782200000000,-99.183745920000000,2010-07
2022-11,2022,11,Gimnasios y espacios deportivos,Escuela de deporte,Privado,Complementario,NO,,0900700011706,732086,09007713943003511010000000U8,BODY COMBAT,,611621,Escuelas de deporte del sector privado,0 a 5 personas,CALLE,LEONA VICARIO,AVENIDA,MORELOS,CALLE,EJIDO,CALLE,JOSEFA ORTIZ DE DOMÍNGUEZ,1189,,,,,,COLONIA,SANTA MARIA AZTAHUACÁN,,,,09500,09,CIUDAD DE MÉXICO,007,Iztapalapa,0001,Iztapalapa,1706,004,,,,Fijo,19.3493647700000000,-99.028926600000000,2014-12
2022-11,2022,11,Gimnasios y espacios deportivos,Escuela de deporte,Público,Complementario,NO,,0901600010181,685116,09016711312000033011000000U7,BICI ESCUELA MH SANTA JULIA,GOBIERNO DE LA CIUDAD DE MEXICO,611622,Escuelas de deporte del sector público,6 a 10 personas,CALLE,FERROCARRIL DE CUERNAVACA,AVENIDA,MARINA NACIONAL,CALLE,LAGUNA DEL CARMEN,CALLE,LAGO TEXCOCO,0,SN,,,0,,COLONIA,MARINA NACIONAL,,,,11320,09,CIUDAD DE MÉXICO,016,Miguel Hidalgo,0001,Miguel Hidalgo,0181,010,,BICIESCUELAMH@GMAIL.COM,,Fijo,19.4476118100000000,-99.180507130000000,2014-12
2022-11,2022,11,Gimnasios y espacios deportivos,Escuela de deporte,Privado,Complementario,NO,,0900700015060,8435962,09007611621002021000000000U4,BE1TEAM ACADEMIA DE TAEKWONDO,,611621,Escuelas de deporte del sector privado,0 a 5 personas,CALLE,NOGAL,CALLE,LUNA,CALLE,GIGANTE,CALLE,PINO,11,MZ 4,,,0,,COLONIA,CONSEJO AGRARISTA MEXICANO,,,,09760,09,CIUDAD DE MÉXICO,007,Iztapalapa,0001,Iztapalapa,5060,007,,,,Fijo,19.3263274500000000,-99.055325660000000,2019-11
2022-11,2022,11,Gimnasios y espacios deportivos,Escuela de deporte,Privado,Complementario,NO,,0900500011580,7714410,09005611621001251000000000U2,BELLEROM KARATE DO,BELLEROM KARATE DO,611621,Escuelas de deporte del sector privado,0 a 5 personas,CALLE,EXCELSIOR,CALLE,ROMULO ESCOBAR,CALLE,TOLTECA,AVENIDA,VICTORIA,103,,,,,,COLONIA,INDUSTRIAL,,,,07800,09,CIUDAD DE MÉXICO,005,Gustavo A. Madero,0001,Gustavo A. Madero,1580,016,,CONTACTOBELLOROM@GMAIL.COM,,Fijo,19.4734903400000000,-99.127468200000000,2019-11
2022-11,2022,11,Gimnasios y espacios deportivos,Escuela de deporte,Privado,Complementario,NO,,0900300010588,7760677,09003713943002042000000000U4,BALANDA YOGA,,611621,Escuelas de deporte del sector privado,6 a 10 personas,AVENIDA,SANTA ANA,EJE VIAL,2 ORIENTE (HEROICA ESCUELA NAVAL MILITAR),CALLE,EJIDO SANTA CRUZ ATOYAC,CALLE,EJIDO SANTA CRUZ ATOYAC,314,,EDIFICIO SIN NOMBRE,PISO 2,0,,COLONIA,EJIDO CULHUACAN,,,,04420,09,CIUDAD DE MÉXICO,003,Coyoacán,0001,Coyoacán,0588,003,,BALANDAYOGA@GMAIL.COM,,Fijo,19.3294863900000000,-99.124457030000000,2019-11
2022-11,2022,11,Gimnasios y espacios deportivos,Escuela de deporte,Privado,Complementario,NO,,0900700010040,728024,09007713943003341010000000U0,BALLET Y YOGA,,611621,Escuelas de deporte del sector privado,0 a 5 personas,CALLE,PABLO GARCIA,CALLE,FRANCISCO GARCIA SALINAS,CALLE,JOSE MARIA CHAVEZ,CALLE,CORONEL LINO MERINO,382,,,,,,COLONIA,JUAN ESCUTIA,,,,09100,09,CIUDAD DE MÉXICO,007,Iztapalapa,0001,Iztapalapa,0040,014,,,,Fijo,19.3927807800000000,-99.046171460000000,2014-12
2022-11,2022,11,Gimnasios y espacios deportivos,Escuela de deporte,Privado,Complementario,NO,,0901500011214,864081,09015611621000701000000000M6,ASOCIACION MEXICANA DE AIKIDO,ASOCIACION DE AIKIDO MURIHEI VESHIBA AC,611621,Escuelas de deporte del sector privado,0 a 5 personas,AVENIDA,INSURGENTES SUR,CALLE,CHIAPAS,CALLE,MANZANILLO,CALLE,MANZANILLO,348,,EDIFICIO SIN NOMBRE,PISO 8,,,COLONIA,ROMA NORTE,EDIFICIO COMERCIAL Y DE SERVIC,INSURGENTES 348,348,06700,09,CIUDAD DE MÉXICO,015,Cuauhtémoc,0001,Cuauhtémoc,1214,026,5531911258,AIKIDOAYHI@HOTMAIL.COM,WWW.AIKIDO.NET,Fijo,19.4117744700000000,-99.166483000000000,2010-07
2022-11,2022,11,Gimnasios y espacios deportivos,Escuela de deporte,Privado,Complementario,NO,,0901500011182,8385849,09015611621000972000000000U3,ASOCIACION INTERNACIONAL DE YOGA Y YOGUISMO,,611621,Escuelas de deporte del sector privado,6 a 10 personas,AVENIDA,SONORA,CALLE,COLIMA,CALLE,PARQUE ESPAÑA,CALLE,GUADALAJARA,119,,EDIFICIO SIN NOMBRE,PISO 1,103,,COLONIA,ROMA NORTE,EDIFICIO COMERCIAL Y DE SERVIC,EDIFICIO SONORA 119,103,06700,09,CIUDAD DE MÉXICO,015,Cuauhtémoc,0001,Cuauhtémoc,1182,014,,,,Fijo,19.4165575900000000,-99.170682570000000,2019-11
2022-11,2022,11,Gimnasios y espacios deportivos,Escuela de deporte,Privado,Complementario,NO,,0901100010645,1047686,09011713943000131000000000U0,ASOCIACION MEXICANA MDK AC ESCUELA MIGUEL HIDALGO,,611621,Escuelas de deporte del sector privado,0 a 5 personas,CALLE,DEODATO,CALLE,ADRIANA,CALLE,MIGUEL NOVELO,CALLE,NICOLÁS CHAMPION (RAFAEL VARGAS),25,,,,,,COLONIA,MIGUEL HIDALGO,,,,13200,09,CIUDAD DE MÉXICO,011,Tláhuac,0001,Tláhuac,0645,024,,,,Fijo,19.2942099100000000,-99.052488500000000,2010-07
2022-11,2022,11,Gimnasios y espacios deportivos,Escuela de deporte,Privado,Complementario,NO,,0900400010369,7233061,09004611621000271000000000U4,ASHRM,,611621,Escuelas de deporte del sector privado,0 a 5 personas,AVENIDA,ARTEAGA Y SALAZAR,ANDADOR,SAN CARLOS,CALLE,REFORMA,CERRADA,16 DE SEPTIEMBRE,3111,,,,,,COLONIA,CONTADERO,,,,05500,09,CIUDAD DE MÉXICO,004,Cuajimalpa de Morelos,0001,Cuajimalpa de Morelos,0369,013,,,,Fijo,19.3507120400000000,-99.281735120000000,2019-11
2022-11,2022,11,Gimnasios y espacios deportivos,Escuela de deporte,Privado,Complementario,NO,,0900500010050,8182895,09005713943003571000000000U6,ESCUELA DE KUNG FU TRADICIONAL CHINO,,611621,Escuelas de deporte del sector privado,0 a 5 personas,CALLE,PEDRO NOLASCO,CALLE,APANGO,CALLE,TERCERA CERRADA PEDRO NOLASCO,CALLE,PRIMERA CERRADA APANGO,,SN,,,,,COLONIA,CUATEPEC EL ALTO,,,,07100,09,CIUDAD DE MÉXICO,005,Gustavo A. Madero,0001,Gustavo A. Madero,0050,016,5571496573,,,Fijo,19.5581824300000000,-99.132758540000000,2019-11
2022-11,2022,11,Gimnasios y espacios deportivos,Escuela de deporte,Privado,Complementario,NO,,0901100011145,7613195,09011611621000631000000000U4,ESCUELA DE KARATE DO ZAPOTITLAN,,611621,Escuelas de deporte del sector privado,0 a 5 personas,CALLE,MANUEL M. FLORES,AVENIDA,TLAHUAC,CALLE,SAN RAFAEL ATLIXCO,CALLE,MANUEL M. LÓPEZ,4,,,,,,COLONIA,SANTIAGO ZAPOTITLAN,,,,13300,09,CIUDAD DE MÉXICO,011,Tláhuac,0001,Tláhuac,1145,001,,,,Fijo,19.3003724000000000,-99.043458800000000,2019-11
2022-11,2022,11,Gimnasios y espacios deportivos,Escuela de deporte,Privado,Complementario,NO,,0901500010606,8007285,09015611621000881000000000U6,ESCUELA DE KARATE SIKOU,,611621,Escuelas de deporte del sector privado,0 a 5 personas,CALLE,SANTA MARIA LA RIBERA,CALLE,SOR JUANA INES DE LA CRUZ,CALLE,RAMON LOPEZ VELARDE,CALLE,JAIME TORRES BODET,64,,,,,,COLONIA,SANTA MARIA LA RIBERA,,,,06400,09,CIUDAD DE MÉXICO,015,Cuauhtémoc,0001,Cuauhtémoc,0606,014,,,,Fijo,19.4444270000000000,-99.157884490000000,2019-11
2022-11,2022,11,Gimnasios y espacios deportivos,Escuela de deporte,Privado,Complementario,NO,,0900400010104,8458328,09004611621000301000000000U9,ESCUELA DE KARATE SHURI KARATEDO,,611621,Escuelas de deporte del sector privado,0 a 5 personas,CARRETERA,FEDERAL MEXICO-TOLUCA (PROLONGACION PASEO DE LA REFORMA),CALLE,COAHUILA,CALLE,NINGUNO,CALLE,ANTONIO ANCONA,3118,,,,1,,COLONIA,CUAJIMALPA,,,,05000,09,CIUDAD DE MÉXICO,004,Cuajimalpa de Morelos,0001,Cuajimalpa de Morelos,0104,005,,,,Fijo,19.3583266600000000,-99.290256910000000,2019-11
2022-11,2022,11,Gimnasios y espacios deportivos,Escuela de deporte,Privado,Complementario,NO,,0901000011561,923378,09010713943000881010000000U2,ESCUELA DE KICK BOXING GUERREROS,,611621,Escuelas de deporte del sector privado,0 a 5 personas,AVENIDA,GUSTAVO DIAZ ORDAZ,CALLE,GUSTAVO DIAZ ORDAZ,CALLE,VILLA AZUETA,AVENIDA,VICENTE GUERRERO,21,MZA 4B L 21,,,,,COLONIA,2DA. AMPLIACION JALALPA,,,,01290,09,CIUDAD DE MÉXICO,010,Álvaro Obregón,0001,Álvaro Obregón,1561,024,,,,Fijo,19.3729052400000000,-99.236677660000000,2014-12
2022-11,2022,11,Gimnasios y espacios deportivos,Escuela de deporte,Privado,Complementario,NO,,0900500012201,676986,09005611621001221000000000U5,ESCUELA DE KARATE SUPREMACY,,611621,Escuelas de deporte del sector privado,0 a 5 personas,CALLE,NORTE 62-A,CALLE,ORIENTE 87,CALLE,ORIENTE 91,EJE VIAL,2 ORIENTE (HONORABLE CONGRESO DE LA UNIÓN),,SN,,,,,COLONIA,MARTIRES DE RIO BLANCO,,,,07880,09,CIUDAD DE MÉXICO,005,Gustavo A. Madero,0001,Gustavo A. Madero,2201,020,,,,Fijo,19.4608049500000000,-99.112665960000000,2014-12
2022-11,2022,11,Gimnasios y espacios deportivos,Escuela de deporte,Privado,Complementario,NO,,0900700013897,8604735,09007611621002001000000000S6,ESCUELA DE KARATE MURATA WARRIORS,,611621,Escuelas de deporte del sector privado,0 a 5 personas,AVENIDA,JOSE CLEMENTE OROZCO,CALLE,ARQUERIA,CALLE,EL REBOZO,CALLE,FRANCISCO ÁLVAREZ DEL CASTILLO,48,,,,,,COLONIA,BARRIO DE GUADALUPE,,,,09900,09,CIUDAD DE MÉXICO,007,Iztapalapa,0001,Iztapalapa,3897,014,,,,Fijo,19.3125266700000000,-99.072792330000000,2019-11
2022-11,2022,11,Gimnasios y espacios deportivos,Escuela de deporte,Privado,Complementario,NO,,0900700011566,7793109,09007713943005591000000000U8,ESCUELA DE KARATE MOO DUK KWUAN,,611621,Escuelas de deporte del sector privado,0 a 5 personas,EJE VIAL,3 ORIENTE (ARNESES),CALLE,QUINTA CERRADA MORELOS,CALLE,DOMINGO GONZALEZ,CALLE,QUINTA CERRADA MORELOS,50,,,,,,COLONIA,SAN ANTONIO CULHUACAN,,,,09800,09,CIUDAD DE MÉXICO,007,Iztapalapa,0001,Iztapalapa,1566,001,,,,Fijo,19.3419862100000000,-99.112482730000000,2019-11
2022-11,2022,11,Gimnasios y espacios deportivos,Escuela de deporte,Privado,Complementario,NO,,0900500011716,8521575,09005611621001361000000000U9,ESCUELA DE KARATE SHU- GEN -DO,,611621,Escuelas de deporte del sector privado,0 a 5 personas,CALLE,VOLCAN POPOCATEPETL,CALLE,VOLCAN JORULLO,CALLE,VOLCAN SAN MARTIN,AVENIDA,VOLCÁN IZTACCÍHUATL,69,,,,0,,COLONIA,LA PRADERA,,,,07500,09,CIUDAD DE MÉXICO,005,Gustavo A. Madero,0001,Gustavo A. Madero,1716,010,5538897550,,,Fijo,19.4757771300000000,-99.065598830000000,2019-11
2022-11,2022,11,Gimnasios y espacios deportivos,Escuela de deporte,Privado,Complementario,NO,,090170001030A,654696,09017611621000392000000000U0,ESCUELA DE KARATE ROMERO RUBIO,,611621,Escuelas de deporte del sector privado,0 a 5 personas,AVENIDA,ASIA,CALLE,CAIRO,CALLE,PERSIA,CALLE,PERSIA,66,A,,,0,,COLONIA,ROMERO RUBIO,,,,15400,09,CIUDAD DE MÉXICO,017,Venustiano Carranza,0001,Venustiano Carranza,030A,029,5520957966,ERICKORAL@HOTMAIL.COM,WWW.TOPTENMEXICO.COM,Fijo,19.4445473800000000,-99.098959350000000,2010-07
2022-11,2022,11,Gimnasios y espacios deportivos,Escuela de deporte,Privado,Complementario,NO,,0900600010043,711058,09006611621000401000000000U2,ESCUELA DE KARATE KORAL PANTITLAN,,611621,Escuelas de deporte del sector privado,0 a 5 personas,CALLE,GUADALUPE,CALLE,5,CALLE,PRIVADA A,CALLE,UNIÓN,,SN,,,,,COLONIA,AGRICOLA PANTITLAN,,,,08100,09,CIUDAD DE MÉXICO,006,Iztacalco,0001,Iztacalco,0043,011,,,,Fijo,19.4145818400000000,-99.060190210000000,2014-12
2022-11,2022,11,Gimnasios y espacios deportivos,Escuela de deporte,Privado,Complementario,NO,,0900700010905,846800,09007611621000701000000000U3,ESCUELA DE KARATE KI NO SEKAI,,611621,Escuelas de deporte del sector privado,0 a 5 personas,CALLE,ACUARIO,EJE VIAL,8 SUR (CALZADA ERMITA IZTAPALAPA),CIRCUITO,INTERIOR (AVENIDA RIO CHURUBUSCO),CALLE,ANDRÓMEDA,7,,,,,,COLONIA,EL PRADO,,,,09480,09,CIUDAD DE MÉXICO,007,Iztapalapa,0001,Iztapalapa,0905,008,,CONTACTO@KARATEKNS.COM.MX,WWW.KARATEKNS.COM.MX,Fijo,19.3580771800000000,-99.133251460000000,2010-07
2022-11,2022,11,Gimnasios y espacios deportivos,Escuela de deporte,Privado,Complementario,NO,,0900700013204,843503,09007611621001661000000000U8,ESCUELA DE KARATE,,611621,Escuelas de deporte del sector privado,0 a 5 personas,CALLE,VILLA GERIZ,CALLE,SAN PEDRO,PRIVADA,VILLA GERIZ,CALLE,VILLA GONZALO,,SN,,,,,COLONIA,DESARROLLO URBANO QUETZALCOATL,,,,09700,09,CIUDAD DE MÉXICO,007,Iztapalapa,0001,Iztapalapa,3204,021,,,,Fijo,19.3273484700000000,-99.036882290000000,2014-12
2022-11,2022,11,Gimnasios y espacios deportivos,Escuela de deporte,Privado,Complementario,NO,,0900700013346,733754,09007611621001851000000000U5,ESCUELA DE KARATE,,611621,Escuelas de deporte del sector privado,0 a 5 personas,CALLE,ANDADOR HIDALGO,CALLE,NANCHE,CALLE,CERRADA DEL ROSAL,CALLE,CALLE DEL ROSAL,6,MZ145,,,,,COLONIA,SAN PABLO,,,,09696,09,CIUDAD DE MÉXICO,007,Iztapalapa,0001,Iztapalapa,3346,049,,,,Fijo,19.3354958200000000,-99.001072280000000,2014-12
2022-11,2022,11,Gimnasios y espacios deportivos,Escuela de deporte,Privado,Complementario,NO,,0900700013242,816981,09007611621000451000000000U5,ESCUELA DE KARATE DO BUSHINKAN,,611621,Escuelas de deporte del sector privado,0 a 5 personas,CALLE,CASCADA,CALLE,SAN RAFAEL,CALLE,CANUTILLO,CALLE,PARAJE,10,MZ21,,,,,COLONIA,LOMAS DE LA ESTANCIA,,,,09640,09,CIUDAD DE MÉXICO,007,Iztapalapa,0001,Iztapalapa,3242,031,5555367418,,,Fijo,19.3365804100000000,-99.003251150000000,2010-07
2022-11,2022,11,Gimnasios y espacios deportivos,Escuela de deporte,Privado,Complementario,NO,,0901100011380,8402318,09011611621000621000000000U5,ESCUELA DE KARATE DO BAN SEI KAI,,611621,Escuelas de deporte del sector privado,0 a 5 personas,CALLE,LA ROSA,CALLE,FRANCISCO JIMENEZ,CALLE,ONOFRE CAPETO,CALLE,CALLE DE LA ROSA,,SN,,,,,COLONIA,AMPLIACION LA CONCHITA,,,,13360,09,CIUDAD DE MÉXICO,011,Tláhuac,0001,Tláhuac,1380,028,5541939183,,,Fijo,19.2741807700000000,-99.037326510000000,2019-11
2022-11,2022,11,Gimnasios y espacios deportivos,Escuela de deporte,Privado,Complementario,NO,,090110026097A,1055316,09011611621000371000000000S7,ESCUELA DE KARATE DO TOYAMA INTERNACIONAL,,611621,Escuelas de deporte del sector privado,0 a 5 personas,CALLE,JUAN JOSE ANDRADE,CALLE,8,CALLE,MARIO ALDAMA,CALLE,MARIO ALDAMA,,SN,,,,,BARRIO,SAN MIGUEL,,,,13180,09,CIUDAD DE MÉXICO,011,Tláhuac,0026,Santa Catarina Yecahuitzotl,097A,025,,,,Fijo,19.3080491900000000,-98.974867940000000,2010-07
2022-11,2022,11,Gimnasios y espacios deportivos,Escuela de deporte,Privado,Complementario,NO,,0901100010274,963920,09011611621000301000000000U4,ESCUELA DE KARATE DO DRAGON KAI MARTIAL ART SISTEM,,611621,Escuelas de deporte del sector privado,0 a 5 personas,CALLE,MONTES CAUCASO,CALLE,MAR DE LA FECUNDIDAD,CALLE,MAR DE LOS VAPORES,CALLE,VALLE ALPINO,,SN,,,46,MZ 46,COLONIA,SELENE,,,,13420,09,CIUDAD DE MÉXICO,011,Tláhuac,0001,Tláhuac,0274,015,,,,Fijo,19.2859277700000000,-99.004764000000000,2010-07
