teatro_id,teatro_nombre,teatro_fecha_fundacion,teatro_adscripcion,estado_id,nom_ent,municipio_id,nom_mun,localidad_id,nom_loc,teatro_calle_numero,teatro_colonia,teatro_cp,teatro_telefono1,pagina_web,facebook,twitter,instagram,email,gmaps_longitud,gmaps_latitud,teatro_aforo,teatro_tipo_escenario,link_sic,fecha_mod
344,"Teatro Salvador Novo","1995-08-24","Secretaría de Cultura/Centro Nacional de las Artes (CENART)",9,"Ciudad de México",3,"Coyoacán",1,"Coyoacán","Río Churubusco 79 esq. Calz. de Tlalpan","Col. Country Club","04220","55 4155 0000 exts. 1008, 1321, 1322","https://www.cenart.gob.mx/espacios-escenicos/","https://www.facebook.com/pages/Teatro-Salvador-Novo/201291023323743?locale=es_LA","","https://www.instagram.com/explore/locations/289469484/teatro-salvador-novo-cna/","abriz@cultura.gob.mx; vjuradol@cultura.gob.mx; aceballosr@cultura.gob.mx; juribec@cultra.gob.mx",-99.14311,19.35634,270,"italiano","http://sic.gob.mx/ficha.php?table=teatro&table_id=344","2026-01-06 14:28:41-06"
1034,"Teatro Lola Cueto","1000-01-01","",9,"Ciudad de México",3,"Coyoacán",1,"Coyoacán","Av. Francisco Sosa 298","Barrio de Santa Catarina","04010 ","55 3051 0601","","https://www.facebook.com/pages/Teatro%20Lola%20Cueto/2087192818220667/","teatrololacueto298","https://www.instagram.com/teatrololacueto298/?hl=es","teatrodelamateria@gmail.com",-99.16194,19.35021,35,"Italiano","http://sic.gob.mx/ficha.php?table=teatro&table_id=1034","2026-01-05 14:40:19-06"
532,"Teatro Juan Ruiz de Alarcón","1979-02-26","UNAM/Centro Cultural Universitario",9,"Ciudad de México",3,"Coyoacán",1,"Coyoacán","Av. Insurgentes Sur 3000","Cd. Universitaria","04510","55 5665 6956","","","","","contactoteatrounam@gmail.com",-99.18038,19.32198,417,"italiano","http://sic.gob.mx/ficha.php?table=teatro&table_id=532","2023-12-05 12:59:31-06"
331,"Teatro Enrique Lizalde","1963-10-23","Sociedad General de Escritores de México (SOGEM)/Centro Cultural José María Fernández Unsaín",9,"Ciudad de México",3,"Coyoacán",1,"Coyoacán","Eleuterio Méndez 11 y Héroes del 47","Col. Churubusco Coyoacán","04120","55 5337 0230  ext.819","https://www.sogem.org/enrique-lizalde","https://www.facebook.com/TeatroEnriqueLizalde","","","contacto@sogem.org; jgutierrez@sogem.org.mx",-99.15029,19.35094,160,"italiano","http://sic.gob.mx/ficha.php?table=teatro&table_id=331","2023-10-25 06:57:29-06"
493,"Teatro Ramiro Jiménez","1996-06-19","Particular",9,"Ciudad de México",3,"Coyoacán",1,"Coyoacán","Av. División del Norte 2545","Col. Del Carmen Coyoacán","04100","55 5688 5340","http://carteleradeteatro.mx/teatro/sur/teatro-ramiro-jimenez/","https://www.facebook.com/Teatro-Ramiro-Jim%C3%A9nez-553350894718865/","","","contacto@teatroramirojimenez.com",-99.15288,19.35606,655,"italiano","http://sic.gob.mx/ficha.php?table=teatro&table_id=493","2020-02-28 11:32:26-06"
461,"Teatro Rafael Solana","1992-11-23","Centro  Social Veracruzano, A.C.",9,"Ciudad de México",3,"Coyoacán",1,"Coyoacán","Miguel Ángel de Quevedo 687","Barrio del Cuadrante de San Francisco","04320","55 5554 1633","","https://www.facebook.com/TeatroRafaelSolanaMx/?locale=es_LA","TeatroRafaelSolanaMx","","jarochos@prodigy.nett.mx",-99.1626,19.3441,289,"italiano","http://sic.gob.mx/ficha.php?table=teatro&table_id=461","2023-11-21 05:11:20-06"
555,"Foro Cultural Ana María Hernández","1985-01-01","Centro de Capacitación y Oficinas de Desarrollo Social/Secretaría de Cultural del D.F. ",9,"Ciudad de México",3,"Coyoacán",1,"Coyoacán","Av. Pacífico 181 ","Barrio La Concepción","04020","55 5658 9744","","https://es-la.facebook.com/forocultiralanamariahdez/","","","foro.anamaria.cultura.coyoacan@gmail.com",-99.15792,19.34544,239,"","http://sic.gob.mx/ficha.php?table=teatro&table_id=555","2026-01-13 11:33:24-06"
432,"Teatro Carlos Ancira","1986-04-01","Alcaldía Coyoacán/Casa de la Cultura Ricardo Flores Magón",9,"Ciudad de México",3,"Coyoacán",1,"Coyoacán","Calz. de la Virgen esq. Canal Nacional","Col. Carmen Serdán","04910","55 5607 0888","https://carteleradeteatro.mx/teatro/sur/teatro-carlos-ancira/","https://www.facebook.com/culturacoyoacan","","","casadelacultura.floresmagon@gmail.com",-99.10258,19.32313,307,"italiano","http://sic.gob.mx/ficha.php?table=teatro&table_id=432","2025-11-11 11:50:53-06"
482,"Teatro Carlos Lazo","1960-01-01","UNAM/Facultad de Arquitectura",9,"Ciudad de México",3,"Coyoacán",1,"Coyoacán","Circuito Escolar s/n, Int. Fac. de Arquitectura","Cd. Universitaria","04510","55 5616 0545","","","","","",-99.18713,19.33072,422,"italiano","http://sic.gob.mx/ficha.php?table=teatro&table_id=482","2023-02-24 07:05:40-06"
247,"Foro Cultural Coyoacanense Hugo Argüelles","1977-10-13","Gobierno de la ciudad de México/Alcaldía Coyoacán",9,"Ciudad de México",3,"Coyoacán",1,"Coyoacán","Ignacio Allende 36","Col. Del Carmen","04100","55 5554 0738","https://coyoacan.cdmx.gob.mx/mapas/ForosCasasDeCultura/indexforocultural.php","https://www.facebook.com/foroculturalcoyoacanense/?locale=es_LA","","https://www.instagram.com/foro_cultural_coyoacanense/","forocoyoacanense@gmail.com",-99.16206,19.35065,216,"italiano","http://sic.gob.mx/ficha.php?table=teatro&table_id=247","2026-06-03 13:08:54-06"
469,"Teatro Raúl Flores Canelo","1995-07-15","Secretaría de Cultura/Centro Nacional de las Artes (CENART)",9,"Ciudad de México",3,"Coyoacán",1,"Coyoacán","Río Churubusco 79 esq. Calz. de Tlalpan","Col. Country Club","04220","55 4155 0000 exts. 1508, 1513","http://www.cenart.gob.mx","https://www.facebook.com/pages/Teatro-Ra%C3%BAl-Flores-Canelo/1434228000157234?locale=es_LA","","https://www.instagram.com/explore/locations/306786340/teatro-raul-flores-canelo/","vjuradol@cultura.gob.mx; aceballosr@cultura.gob.mx; juribec@cultra.gob.mx",-99.14267,19.35626,336,"italiano","http://sic.gob.mx/ficha.php?table=teatro&table_id=469","2026-01-06 14:28:52-06"
1035,"Foro Experimental José Luis Ibáñez","2016-09-21","UNAM/Facultad de Filosofía y Letras/Colegio de Literatura Dramática y Teatro",9,"Ciudad de México",3,"Coyoacán",1,"Coyoacán","Facultad de Filosofía y Letras, Circuito Interior s/n","Ciudad Universitaria","04510","55508013, 56221868","https://www.filos.unam.mx/extension/foro-experimental-jose-luis-ibanez/","https://www.facebook.com/facultaddefilosofiayletras","","","extensionacademica@filos.unam.mx",-99.18706,19.33452,0,"","http://sic.gob.mx/ficha.php?table=teatro&table_id=1035","2024-04-05 13:20:14-06"
470,"Foro Antonio López Mancera","1995-08-17","Secretaría de Cultura/Centro Nacional de las Artes (CENART)/Escuela Nacional de Arte Teatral",9,"Ciudad de México",3,"Coyoacán",1,"Coyoacán","Río Churubusco s/n esq. Calz. de Tlalpan","Col. Country Club","04200","55 4155 0000 ext. 1008","http://www.cenart.gob.mx/ubicaciones/foro-antonio-lopez-mancera/","","","","abriz@cultura.gob.mx; vjuradol@cultura.gob.mx; aceballosr@cultura.gob.mx; juribec@cultra.gob.mx",-99.14323,19.35634,72,"multimodal","http://sic.gob.mx/ficha.php?table=teatro&table_id=470","2026-01-06 14:28:48-06"
468,"Foro de las Artes ","2000-11-14","Secretaría de Cultura /CENART",9,"Ciudad de México",3,"Coyoacán",1,"Coyoacán","Río Churubusco 79 esq. Calz. de Tlalpan","Col. Country Club","04220","55 4155 0000 ext. 1008","http://www.cenart.gob.mx/ubicaciones/foro-de-las-artes/","","","","",-99.13703,19.35389,96,"multimodal","http://sic.gob.mx/ficha.php?table=teatro&table_id=468","2021-10-01 07:02:17-05"
1054,"Teatro Morelos","2015-01-01","Alcaldía Cuajimalpa de Morelos/Subdirección de Derechos Culturales",9,"Ciudad de México",4,"Cuajimalpa de Morelos",1,"Cuajimalpa de Morelos","Av. Juárez s/n, esq. Av. México","Cuajimalpa","05000","55 5814 1150","","https://www.facebook.com/photo/?fbid=122141104640538864&set=a.122108741000538864","","","sdc@cuajimalpacdmx.gob.mx",-99.29972,19.35735,400,"","http://sic.gob.mx/ficha.php?table=teatro&table_id=1054","2025-03-27 13:44:12-06"
994,"Anfiteatro La Mexicana","2018-11-25","Gobierno de la Ciudad de México",9,"Ciudad de México",4,"Cuajimalpa de Morelos",1,"Cuajimalpa de Morelos","Av. Luis Barragán 505","Col. Santa Fe","05348","","https://parquelamexicana.mx/","https://www.facebook.com/parquelamexicanaoficial","https://x.com/mexicanaparque","https://www.instagram.com/parquelamexicana_oficial/?hl=es","info@parquelamexicana.mx",-99.27323,19.35532,600,"Irregular","http://sic.gob.mx/ficha.php?table=teatro&table_id=994","2025-06-06 14:20:27-06"
402,"Teatro al Aire Libre Tío Gamboín","1972-12-01","Gobierno de la Ciudad de México/Secretaría del Medio Ambiente/Centro de Convivencia Infantil",9,"Ciudad de México",5,"Gustavo A. Madero",1,"Gustavo A. Madero","Av. Loreto Fabela s/n, Bosque de San Juan de Aragón","","07920","55 5100 2829 ext. 109","https://www.sedema.cdmx.gob.mx","","","","bosquearagon@hotmail.com",-99.0793,19.4613,1500,"isabelino","http://sic.gob.mx/ficha.php?table=teatro&table_id=402","2023-12-06 07:36:37-06"
439,"Teatro Francisco Fuentes Madaleno","1952-01-01","Gobierno de la Ciudad de México/Alcaldía Gustavo A. Madero",9,"Ciudad de México",5,"Gustavo A. Madero",1,"Gustavo A. Madero","Av. Lindavista s/n entre Matanzas y Lima, Parque Deportivo Miguel Alemán","Col. Lindavista","07300","55 5119 5364","https://www.gamadero.cdmx.gob.mx","","","","",-99.12801,19.49283,250,"italiano","http://sic.gob.mx/ficha.php?table=teatro&table_id=439","2023-12-06 08:32:06-06"
199,"Teatro Morelos IMSS","1962-02-23","Instituto Mexicano del Seguro Social (IMSS)",9,"Ciudad de México",5,"Gustavo A. Madero",1,"Gustavo A. Madero","Av. San Juan de Aragón 311 esq. Eduardo Molina","Col. San Pedro El Chico","07480","55 5781 4390","https://teatrodelanacion.com.mx/teatros/teatro-morelos/","","","","teatros.metropolitanos@fidteatros.com.mx",-99.09733,19.47848,412,"italiano","http://sic.gob.mx/ficha.php?table=teatro&table_id=199","2023-12-05 13:48:50-06"
685,"Sala de Conciertos Tepecuicatl","1993-03-17","Alcaldía Gustavo A. Madero/Subdirección de Promoción y Difusión Cultural",9,"Ciudad de México",5,"Gustavo A. Madero",1,"Gustavo A. Madero","Av. Cantera 12 esq. Misterios","Barrio Rosas del Tepeyac","07010","55 5748 0949, 55 4291 8699","","https://www.facebook.com/profile.php?id=100067120839643","","","gam.spdc@gmail.com",-99.11692,19.48911,0,"","http://sic.gob.mx/ficha.php?table=teatro&table_id=685","2024-03-15 07:12:19-06"
440,"Teatro al Aire Libre Carlos Colorado","1984-01-01","Gobierno de la Ciudad de México/Alcaldía Gustavo A. Madero",9,"Ciudad de México",5,"Gustavo A. Madero",1,"Gustavo A. Madero","Av. Ejido esq. Benito Juárez","Col. 25 de Julio","07520","55 5118 2800 ext. 7201"," http://www.gamadero.gob.mx","https://www.facebook.com/profile.php?id=100064949131330","","","carloscolorado.gam@gmail.com",-99.08091,19.49541,1000,"Cuadrado Frontal","http://sic.gob.mx/ficha.php?table=teatro&table_id=440","2023-12-06 06:18:47-06"
252,"Teatro Tepeyac Carmen Montejo","1960-06-01","Instituto Mexicano del Seguro Social (IMSS)",9,"Ciudad de México",5,"Gustavo A. Madero",1,"Gustavo A. Madero","Calz. de Guadalupe 497","Col. Estrella","07810","55 5517 6560","https://teatrodelanacion.com.mx/teatros/teatro-tepeyac/","https://www.facebook.com/TeatroTepeyacOficial","","","magaly.gayosso@imss.gob.mx",-99.12127,19.47342,688,"italiano con escenario giratorio","http://sic.gob.mx/ficha.php?table=teatro&table_id=252","2023-12-06 09:07:33-06"
728,"Teatro del Centro Cultural Fausto Vega","2014-03-09","Alcaldía Iztapalapa/Dirección Ejecutiva de Cultura",9,"Ciudad de México",7,"Iztapalapa",1,"Iztapalapa","Alfonso del Toro s/n","Col. Escuadrón 201","09000","55 4528 2551","https://carteleradeteatro.mx/teatro/teatro-del-centro-cultural-fausto-vega/","","","","fidel.sandoval70@gmail.com; promocionculturaliztapalapa@gmail.com",-99.11116,19.36668,1164,"Italiano","http://sic.gob.mx/ficha.php?table=teatro&table_id=728","2021-10-21 09:26:08-05"
735,"Foro Escénico del Faro de Oriente","2011-09-01","Secretaría de Cultura de la Ciudad de México",9,"Ciudad de México",7,"Iztapalapa",1,"Iztapalapa","Calz. Ignacio Zaragoza s/n","Col. Fuentes de Zaragoza","09150","(55) 5738 7443 ","https://www.cultura.cdmx.gob.mx/recintos/faro-oriente","https://www.facebook.com/faro.deoriente/?locale=es_LA","","https://www.instagram.com/farodeoriente","farodeorientedireccion@yahoo.com.mx",-99.01008,19.36994,0,"","http://sic.gob.mx/ficha.php?table=teatro&table_id=735","2026-02-20 18:15:10-06"
315,"Teatro del Fuego Nuevo","1979-05-04","Universidad Autónoma Metropolitana, Unidad Iztapalapa",9,"Ciudad de México",7,"Iztapalapa",1,"Iztapalapa","Av. San Rafael Atlixco 186, edif. B,  P.B.","Col. Vicentina","09340","55 5804 4820, 55 5804 4821","http://www.comunicacionsocial.uam.mx/cultura.html","https://www.facebook.com/p/Teatro-del-Fuego-Nuevo-UAM-Iztapalapa-100063536589739/","","","",-99.07245,19.36128,190,"italiano","http://sic.gob.mx/ficha.php?table=teatro&table_id=315","2023-12-06 10:17:07-06"
417,"Teatro San Jerónimo Independencia","1962-04-01","",9,"Ciudad de México",8,"La Magdalena Contreras",1,"La Magdalena Contreras","Periférico Sur 3400, Unidad Independencia","Col. San Jerónimo Lídice","10100","55 5595 2117","","","","https://www.instagram.com/teatrosanjeronimoindependencia","",-99.20972,19.33404,467,"italiano","http://sic.gob.mx/ficha.php?table=teatro&table_id=417","2023-12-05 10:14:10-06"
478,"Claustro Románico","1979-06-12","Secretaría de Cultura",9,"Ciudad de México",10,"Álvaro Obregón",1,"Álvaro Obregón","Av. Revolución 1500","Col. Guadalupe Inn","01020","55 1885 8445","https://helenico.edu.mx/","https://www.facebook.com/InstitutoHelenico","https://x.com/IHelenico","","ich@helenico.edu.mx; vinculacion@helenico.edu.mx",-99.18987,19.35301,300,"multimodal","http://sic.gob.mx/ficha.php?table=teatro&table_id=478","2025-12-18 12:17:39-06"
931,"Foro 1869","1000-01-01","Privado",9,"Ciudad de México",10,"Álvaro Obregón",1,"Álvaro Obregón","Insurgentes Sur 1869","Col. Guadalupe Inn","01020","55 7743 5982","http://foro1869.com","https://www.facebook.com/Foro1869/","","","foro1869@gmail.com",-99.18541,19.35495,250,"","http://sic.gob.mx/ficha.php?table=teatro&table_id=931","2025-06-17 13:30:31-06"
422,"Teatro de la Juventud","1989-01-01","Alcaldía Álvaro Obregón/Dirección General de Cultura, Educación y Deporte/Coordinación de Fomento Cultural y Educación",9,"Ciudad de México",10,"Álvaro Obregón",1,"Álvaro Obregón","Calle 10 s/n esq. Canario","Col. Tolteca","01150","55 5276 6865","","https://www.facebook.com/carteleradeteatrocdmx/","","","teatro_juventud_dao@hotmail.com",-99.19472,19.39025,1195,"italiano","http://sic.gob.mx/ficha.php?table=teatro&table_id=422","2025-10-30 11:06:21-06"
511,"Teatro del Centro Cultural Helénico","1979-06-12","Secretaría de Cultura Federal/Centro Cultural Helénico",9,"Ciudad de México",10,"Álvaro Obregón",1,"Álvaro Obregón","Av. Revolución 1500","Col. Guadalupe Inn","01020","55 4155 0900 y 01","//www.helenico.gob.mx","//www.facebook.com/CCHelenico/?ref=bookmarks","Helenico","","helenico@cultura.gob.mx",-99.19005,19.35306,460,"italiano","http://sic.gob.mx/ficha.php?table=teatro&table_id=511","2023-12-05 10:37:31-06"
251,"Teatro Santa Fe/Unidad Médico Familiar 12","1958-03-07","Instituto Mexicano del Seguro Social (IMSS)",9,"Ciudad de México",10,"Álvaro Obregón",1,"Álvaro Obregón","Plaza de los Héroes  s/n","U.H. Santa Fe","01170","55 9208 8961","","https://www.facebook.com/p/Teatro-Santa-Fe-Oficial-100052557536326","tsantafeimss","","teatrosantafeimss@hotmail.com",-99.20458,19.38827,270,"cuadrado","http://sic.gob.mx/ficha.php?table=teatro&table_id=251","2026-03-23 10:51:51-06"
477,"Teatro Carpa Geodésica","1975-01-06","Teatro de Papel, A.C.",9,"Ciudad de México",10,"Álvaro Obregón",1,"Álvaro Obregón","Av. de los Insurgentes Sur 2135","Col. San Ángel","01000","55 5616 0866","","https://www.facebook.com/CarpaGeodesicaTeatro","","","teatrocarpageodesica@hotmail.com",-99.18856,19.34571,250,"isabelino","http://sic.gob.mx/ficha.php?table=teatro&table_id=477","2021-09-20 06:24:57-05"
512,"Foro La Gruta","1988-01-13","Secretaría de Cultura/Centro Cultural Helénico",9,"Ciudad de México",10,"Álvaro Obregón",1,"Álvaro Obregón","Av. Revolución 1500","Col. Guadalupe Inn","01020","55 4155 0919","http://www.helenico.gob.mx","https://www.facebook.com/CCHelenico/?ref=bookmarks","Helenico","","",-99.19013,19.35245,80,"multimodal","http://sic.gob.mx/ficha.php?table=teatro&table_id=512","2022-07-22 12:27:17-05"
513,"Capilla Gótica del Siglo XIV ","1979-06-12","Instituto Cultural Helénico, A.C.",9,"Ciudad de México",10,"Álvaro Obregón",1,"Álvaro Obregón","Av. Revolución 1500","Col. Guadalupe Inn","01020","55 1885 8445","https://helenico.edu.mx/","https://www.facebook.com/InstitutoHelenico/","IHelenico","","ich@helenico.edu.mx; vinculacion@helenico.edu.mx",-99.18987,19.35302,300,"rectangular","http://sic.gob.mx/ficha.php?table=teatro&table_id=513","2026-01-26 14:09:44-06"
423,"Teatro López Tarso","1988-01-29","Gobierno de la ciudad de México/Centro Cultural San Ángel",9,"Ciudad de México",10,"Álvaro Obregón",1,"Álvaro Obregón","Av. Revolución 1733 esq. Francisco I. Madero","Col. San Ángel","01000","55 5616 1254","","https://www.facebook.com/teatroignaciolopeztarso/","","","centroculturalsanangel@hotmail.com",-99.19038,19.34542,400,"italiano","http://sic.gob.mx/ficha.php?table=teatro&table_id=423","2021-09-17 14:59:40-05"
