id_denue,clee,nombre_establecimiento,nombre_normalizado,razon_social,codigo_scian,actividad_scian,categoria_enfoque,subcategoria,sector,es_oferta_deportiva,es_gimnasio_acondicionamiento,es_club_deportivo,es_servicio_adulto_mayor,mencion_explicita_adulto_mayor,terminos_adulto_mayor,criterio_adulto_mayor,requiere_revision_manual,motivo_revision,posible_duplicado_nombre_coordenadas,personal_ocupado,tipo_vialidad,nombre_vialidad,numero_exterior,letra_exterior,numero_interior,letra_interior,direccion_limpia,tipo_asentamiento,asentamiento,codigo_postal,codigo_postal_valido,clave_entidad,entidad,clave_alcaldia,alcaldia,clave_localidad,localidad,ageb,manzana,clave_municipio,clave_ageb,clave_manzana,latitud,longitud,coordenadas_validas,telefono,correo_electronico,sitio_web,tipo_unidad_economica,fecha_alta_denue,anio_alta_denue,mes_alta_denue,anio_datos,mes_corte,edicion_denue
871791,,"ASOCIACIÃ“N MEXICANA PRO-REHABILITACIÃ“N INTEGRAL, I.A.P.",ASOCIACIA N MEXICANA PRO REHABILITACIA N INTEGRAL I A P,"ASOCIACIÃ“N MEXICANA PRO-REHABILITACIÃ“N INTEGRAL, I.A.P.",624121,Centros del sector privado dedicados a la atenciÃ³n y cuidado diurno de ancianos y discapacitados,servicio_adulto_mayor,centro_cuidado_diurno,privado,0,0,0,1,0,,codigo_scian,0,,0,6 a 10 personas,AVENIDA,2,76,A,,,AVENIDA 2 76 A COLONIA SAN PEDRO DE LOS PINOS 03800,COLONIA,SAN PEDRO DE LOS PINOS,03800,1,09,CIUDAD DE MÃ‰XICO,014,Benito JuÃ¡rez,0001,Benito JuÃ¡rez,0350,007,09014,0901400010350,0901400010350007,19.39089487,-99.1840143,1,5555153056,,,Fijo,JULIO 2010,,,2020,11,2020-11
951963,,"CASA DE DESCANSO SAN SEBASTIÃ�N, A.C.",CASA DE DESCANSO SAN SEBASTIA N A C,"CASA DE DESCANSO SAN SEBASTIÃ�N, A.C.",623311,Asilos y otras residencias del sector privado para el cuidado de ancianos,servicio_adulto_mayor,residencia_cuidado,privado,0,0,0,1,0,,codigo_scian,0,,0,0 a 5 personas,CALLE,AMORES,1056,,,,CALLE AMORES 1056 COLONIA DEL VALLE 03100,COLONIA,DEL VALLE,03100,1,09,CIUDAD DE MÃ‰XICO,014,Benito JuÃ¡rez,0001,Benito JuÃ¡rez,0609,009,09014,0901400010609,0901400010609009,19.3809105,-99.16699734,1,5553351454,,,Fijo,JULIO 2010,,,2020,11,2020-11
951959,,"CASA DE DESCANSO SAN SEBASTIAN, A.C.",CASA DE DESCANSO SAN SEBASTIAN A C,"CASA DE DESCANSO SAN SEBASTIAN, A.C.",623311,Asilos y otras residencias del sector privado para el cuidado de ancianos,servicio_adulto_mayor,residencia_cuidado,privado,0,0,0,1,0,,codigo_scian,0,,0,6 a 10 personas,CALLE,MATÃ�AS ROMERO,0,SN,,,CALLE MATÃ�AS ROMERO 0 SN COLONIA DEL VALLE CENTRO 03100,COLONIA,DEL VALLE CENTRO,03100,1,09,CIUDAD DE MÃ‰XICO,014,Benito JuÃ¡rez,0001,Benito JuÃ¡rez,0609,015,09014,0901400010609,0901400010609015,19.38017216,-99.1661996,1,5555431295,,,Fijo,JULIO 2010,,,2020,11,2020-11
1059719,,CASA DE LA CAMPANA RESIDENCIA DE DOCENTES,CASA DE LA CAMPANA RESIDENCIA DE DOCENTES,COLEGIO SIMÃ“N BOLÃ�VAR AC,624121,Centros del sector privado dedicados a la atenciÃ³n y cuidado diurno de ancianos y discapacitados,servicio_adulto_mayor,centro_cuidado_diurno,privado,0,0,0,1,0,,codigo_scian,1,codigo_postal_faltante_o_invalido,0,11 a 30 personas,CALLE,CAMPANA,,SN,,,CALLE CAMPANA SN COLONIA INSURGENTES MIXCOAC 3920,COLONIA,INSURGENTES MIXCOAC,3920,0,09,CIUDAD DE MÃ‰XICO,014,Benito JuÃ¡rez,0001,Benito JuÃ¡rez,0793,013,09014,0901400010793,0901400010793013,19.37249109,-99.18550601,1,,,,Fijo,JULIO 2010,,,2020,11,2020-11
954093,,"CASA DEL ACTOR, I.A.P. MARIO MORENO",CASA DEL ACTOR I A P MARIO MORENO,"CASA DEL ACTOR, I.A.P. MARIO MORENO",623312,Asilos y otras residencias del sector pÃºblico para el cuidado de ancianos,servicio_adulto_mayor,residencia_cuidado,publico,0,0,0,1,0,,codigo_scian,0,,0,11 a 30 personas,CALLE,TIZIANO,34,,,,CALLE TIZIANO 34 COLONIA MIXCOAC 03910,COLONIA,MIXCOAC,03910,1,09,CIUDAD DE MÃ‰XICO,014,Benito JuÃ¡rez,0001,Benito JuÃ¡rez,0685,004,09014,0901400010685,0901400010685004,19.37380107,-99.19044673,1,5555980362,casadelactor@hotmail.com,,Fijo,JULIO 2010,,,2020,11,2020-11
954990,,CASA HOGAR CENTRO DE ATENCIÃ“N GERIÃ�TRICA,CASA HOGAR CENTRO DE ATENCIA N GERIA TRICA,,623311,Asilos y otras residencias del sector privado para el cuidado de ancianos,servicio_adulto_mayor,residencia_cuidado,privado,0,0,0,1,0,,codigo_scian,0,,0,11 a 30 personas,CALLE,ACORDADA,62,,,,CALLE ACORDADA 62 COLONIA SAN JOSÃ‰ INSURGENTES 03900,COLONIA,SAN JOSÃ‰ INSURGENTES,03900,1,09,CIUDAD DE MÃ‰XICO,014,Benito JuÃ¡rez,0001,Benito JuÃ¡rez,0897,017,09014,0901400010897,0901400010897017,19.36862721,-99.18357508,1,5555982472,padillageriatria@yahoo.com.mx,ATENCIONGERIATRICA.MX,Fijo,JULIO 2010,,,2020,11,2020-11
959686,,CASA HOGAR DEL ADULTO MAYOR FUNDACIÃ“N QUIEREME Y PROTEJEME,CASA HOGAR DEL ADULTO MAYOR FUNDACIA N QUIEREME Y PROTEJEME,"FUNDACIÃ“N QUIEREME Y PROTEJEME, A.C.",623311,Asilos y otras residencias del sector privado para el cuidado de ancianos,servicio_adulto_mayor,residencia_cuidado,privado,0,0,0,1,1,ADULTO MAYOR,codigo_scian_y_palabra_clave,0,,0,11 a 30 personas,CALLE,ROMERO DE TERREROS,1062,,,,CALLE ROMERO DE TERREROS 1062 COLONIA NARVARTE PONIENTE 03020,COLONIA,NARVARTE PONIENTE,03020,1,09,CIUDAD DE MÃ‰XICO,014,Benito JuÃ¡rez,0001,Benito JuÃ¡rez,0064,019,09014,0901400010064,0901400010064019,19.39411078,-99.16018572,1,5556395395,,,Fijo,JULIO 2010,,,2020,11,2020-11
884146,,"CASA HOGAR PARA ADULTOS MAYORES, A.C.",CASA HOGAR PARA ADULTOS MAYORES A C,"CASA HOGAR PARA ADULTOS MAYORES BOSTON, A.C.",623311,Asilos y otras residencias del sector privado para el cuidado de ancianos,servicio_adulto_mayor,residencia_cuidado,privado,0,0,0,1,1,ADULTOS MAYORES,codigo_scian_y_palabra_clave,0,,0,11 a 30 personas,CALLE,BOSTON,118,,,,CALLE BOSTON 118 COLONIA NOCHEBUENA 03720,COLONIA,NOCHEBUENA,03720,1,09,CIUDAD DE MÃ‰XICO,014,Benito JuÃ¡rez,0001,Benito JuÃ¡rez,0577,022,09014,0901400010577,0901400010577022,19.37965772,-99.18094675,1,5555630572,,,Fijo,JULIO 2010,,,2020,11,2020-11
959818,,CASA HOGAR UN GRANITO DE ARENA,CASA HOGAR UN GRANITO DE ARENA,"CASA HOGAR UN GIGANTE DE ARENA, A.C.",623311,Asilos y otras residencias del sector privado para el cuidado de ancianos,servicio_adulto_mayor,residencia_cuidado,privado,0,0,0,1,0,,codigo_scian,0,,0,11 a 30 personas,CALLE,NICOLÃ�S SAN JUAN,515,,,,CALLE NICOLÃ�S SAN JUAN 515 COLONIA DEL VALLE NORTE 03103,COLONIA,DEL VALLE NORTE,03103,1,09,CIUDAD DE MÃ‰XICO,014,Benito JuÃ¡rez,0001,Benito JuÃ¡rez,0257,023,09014,0901400010257,0901400010257023,19.39365802,-99.161182,1,5556899782,,,Fijo,JULIO 2010,,,2020,11,2020-11
961672,,CENTRO CULTURAL PARA ADULTOS MAYORES INAPAM CUAUHTÃ‰MOC,CENTRO CULTURAL PARA ADULTOS MAYORES INAPAM CUAUHTA MOC,INAPAM,711312,"Promotores del sector pÃºblico de espectÃ¡culos artÃ­sticos, culturales, deportivos y similares que cuentan con instalaciones para presentarlos",servicio_adulto_mayor,otro_con_mencion_adulto_mayor,no_determinado,0,0,0,1,1,ADULTOS MAYORES|INAPAM,palabra_clave,1,palabra_clave_sin_codigo_scian_directo,0,6 a 10 personas,EJE VIAL,1 PONIENTE (AVENIDA CUAUHTÃ‰MOC),956,,,,EJE VIAL 1 PONIENTE (AVENIDA CUAUHTÃ‰MOC) 956 COLONIA NARVARTE PONIENTE 03020,COLONIA,NARVARTE PONIENTE,03020,1,09,CIUDAD DE MÃ‰XICO,014,Benito JuÃ¡rez,0001,Benito JuÃ¡rez,0420,011,09014,0901400010420,0901400010420011,19.3841061,-99.15752027,1,5556693104,,,Fijo,JULIO 2010,,,2020,11,2020-11
955886,,CENTRO CULTURAL SAN FRANCISCO INAPAM,CENTRO CULTURAL SAN FRANCISCO INAPAM,CENTRO CULTURAL SAN FRANCISCO INAPAM SEDESOL,711312,"Promotores del sector pÃºblico de espectÃ¡culos artÃ­sticos, culturales, deportivos y similares que cuentan con instalaciones para presentarlos",servicio_adulto_mayor,otro_con_mencion_adulto_mayor,no_determinado,0,0,0,1,1,INAPAM,palabra_clave,1,palabra_clave_sin_codigo_scian_directo,0,31 a 50 personas,CALLE,SAN FRANCISCO,1809,,,,CALLE SAN FRANCISCO 1809 COLONIA ACTIPAN 03230,COLONIA,ACTIPAN,03230,1,09,CIUDAD DE MÃ‰XICO,014,Benito JuÃ¡rez,0001,Benito JuÃ¡rez,0929,008,09014,0901400010929,0901400010929008,19.36806206,-99.17690991,1,5555349597,,,Fijo,JULIO 2010,,,2020,11,2020-11
6471323,,CENTRO DE ATENCIÃ“N A VICTIMAS DEL DELITO ADULTOS MAYORES,CENTRO DE ATENCIA N A VICTIMAS DEL DELITO ADULTOS MAYORES,,931210,AdministraciÃ³n pÃºblica en general,servicio_adulto_mayor,otro_con_mencion_adulto_mayor,no_determinado,0,0,0,1,1,ADULTOS MAYORES,palabra_clave,1,palabra_clave_sin_codigo_scian_directo,0,6 a 10 personas,CALLE,UXMAL,262,,,,CALLE UXMAL 262 COLONIA NARVARTE PONIENTE 03020,COLONIA,NARVARTE PONIENTE,03020,1,09,CIUDAD DE MÃ‰XICO,014,Benito JuÃ¡rez,0001,Benito JuÃ¡rez,0261,001,09014,0901400010261,0901400010261001,19.3911208,-99.15484376,1,5556393531,,,Fijo,ENERO 2016,,,2020,11,2020-11
902613,,CENTRO DE ATENCIÃ“N NATIVITAS,CENTRO DE ATENCIA N NATIVITAS,DELEGACIÃ“N BENITO JUÃ�REZ,624122,Centros del sector pÃºblico dedicados a la atenciÃ³n y cuidado diurno de ancianos y discapacitados,servicio_adulto_mayor,centro_cuidado_diurno,publico,0,0,0,1,0,,codigo_scian,0,,0,0 a 5 personas,CALLE,PRIVADA JUAN DE OCA,0,SN,,,CALLE PRIVADA JUAN DE OCA 0 SN COLONIA NARVARTE PONIENTE 03020,COLONIA,NARVARTE PONIENTE,03020,1,09,CIUDAD DE MÃ‰XICO,014,Benito JuÃ¡rez,0001,Benito JuÃ¡rez,0276,017,09014,0901400010276,0901400010276017,19.38826316,-99.14755131,1,5555367961,,,Fijo,DICIEMBRE 2014,,,2020,11,2020-11
957446,,CENTRO DE GERONTOLOGÃ�A Y BARIATRÃ�A,CENTRO DE GERONTOLOGA A Y BARIATRA A,,621391,Consultorios de nutriÃ³logos y dietistas del sector privado,servicio_adulto_mayor,otro_con_mencion_adulto_mayor,no_determinado,0,0,0,1,1,GERONTOLOG,palabra_clave,1,palabra_clave_sin_codigo_scian_directo,0,0 a 5 personas,EJE VIAL,2 PONIENTE (JUAN SÃ�NCHEZ AZCONA),107,,,,EJE VIAL 2 PONIENTE (JUAN SÃ�NCHEZ AZCONA) 107 COLONIA NARVARTE PONIENTE 03020,COLONIA,NARVARTE PONIENTE,03020,1,09,CIUDAD DE MÃ‰XICO,014,Benito JuÃ¡rez,0001,Benito JuÃ¡rez,005A,018,09014,090140001005A,090140001005A018,19.40116454,-99.15995648,1,5556397666,,,Fijo,JULIO 2010,,,2020,11,2020-11
903268,,"CENTRO INTERDISCIPLINARIO DE APOYO TERAPÃ‰UTICO, A.C.",CENTRO INTERDISCIPLINARIO DE APOYO TERAPA UTICO A C,"CENTRO INTERDISCIPLINARIO DE APOYO TERAPÃ‰UTICO, A.C.",624121,Centros del sector privado dedicados a la atenciÃ³n y cuidado diurno de ancianos y discapacitados,servicio_adulto_mayor,centro_cuidado_diurno,privado,0,0,0,1,0,,codigo_scian,0,,0,6 a 10 personas,CALLE,LUISA,92,,,,CALLE LUISA 92 COLONIA NATIVITAS 03500,COLONIA,NATIVITAS,03500,1,09,CIUDAD DE MÃ‰XICO,014,Benito JuÃ¡rez,0001,Benito JuÃ¡rez,0524,017,09014,0901400010524,0901400010524017,19.38160087,-99.1390009,1,5556968321,,,Fijo,DICIEMBRE 2014,,,2020,11,2020-11
884108,,CLUB REAL MÃ‰XICO,CLUB REAL MA XICO,"OPERADORA DE CENTROS GERIÃ�TRICOS, S.A. DE C.V.",623311,Asilos y otras residencias del sector privado para el cuidado de ancianos,servicio_adulto_mayor,residencia_cuidado,privado,0,0,0,1,0,,codigo_scian,0,,0,11 a 30 personas,CALLE,BALTIMORE,83,,,,CALLE BALTIMORE 83 COLONIA NOCHE BUENA 03714,COLONIA,NOCHE BUENA,03714,1,09,CIUDAD DE MÃ‰XICO,014,Benito JuÃ¡rez,0001,Benito JuÃ¡rez,0577,006,09014,0901400010577,0901400010577006,19.38056688,-99.17953863,1,5555459500,,,Fijo,JULIO 2010,,,2020,11,2020-11
870463,,ENIPAM,ENIPAM,INSTITUTO NACIONAL DE LAS PERSONAS ADULTAS MAYORES,931610,Actividades administrativas de instituciones de bienestar social,servicio_adulto_mayor,otro_con_mencion_adulto_mayor,no_determinado,0,0,0,1,1,ADULTAS MAYORES,palabra_clave,1,palabra_clave_sin_codigo_scian_directo,0,31 a 50 personas,CALLE,CONCEPCIÃ“N BEISTEGUI,14,,,,CALLE CONCEPCIÃ“N BEISTEGUI 14 COLONIA DEL VALLE 03100,COLONIA,DEL VALLE,03100,1,09,CIUDAD DE MÃ‰XICO,014,Benito JuÃ¡rez,0001,Benito JuÃ¡rez,0223,002,09014,0901400010223,0901400010223002,19.39109791,-99.17286365,1,5556876293,comunicananapa@gmail.comom,WWW.INAPAN.GOB.MX,Fijo,JULIO 2010,,,2020,11,2020-11
934690,,"ESTANCIA DE ANCIANOS NUESTRA SEÃ‘ORA DE GUADALUPE, A.C.",ESTANCIA DE ANCIANOS NUESTRA SEA ORA DE GUADALUPE A C,"ESTANCIA DE ANCIANOS NUESTRA SEÃ‘ORA DE GUADALUPE, A.C.",623311,Asilos y otras residencias del sector privado para el cuidado de ancianos,servicio_adulto_mayor,residencia_cuidado,privado,0,0,0,1,1,ANCIANO|ANCIANOS,codigo_scian_y_palabra_clave,0,,0,0 a 5 personas,CALLE,DEL Ã�NGEL,43,,,,CALLE DEL Ã�NGEL 43 COLONIA SAN JOSÃ‰ INSURGENTES 03900,COLONIA,SAN JOSÃ‰ INSURGENTES,03900,1,09,CIUDAD DE MÃ‰XICO,014,Benito JuÃ¡rez,0001,Benito JuÃ¡rez,090A,020,09014,090140001090A,090140001090A020,19.36763399,-99.18407921,1,5555982492,estancia2002@gmail.com,,Fijo,DICIEMBRE 2014,,,2020,11,2020-11
