edicion_denue,anio_denue,mes_denue,categoria_proyecto,subcategoria_proyecto,sector_gestion,alcance_analitico,revision_manual,motivo_revision,cve_geo_ageb,id,clee,nom_estab,raz_social,codigo_act,nombre_act,per_ocu,tipo_vial,nom_vial,tipo_v_e_1,nom_v_e_1,tipo_v_e_2,nom_v_e_2,tipo_v_e_3,nom_v_e_3,numero_ext,letra_ext,edificio,edificio_e,numero_int,letra_int,tipo_asent,nomb_asent,tipoCenCom,nom_CenCom,num_local,cod_postal,cve_ent,entidad,cve_mun,municipio,cve_loc,localidad,ageb,manzana,telefono,correoelec,www,tipoUniEco,latitud,longitud,fecha_alta
2026-05,2026,5,Gimnasios y espacios deportivos,Escuela de deporte,Privado,Complementario,NO,,0900700015569,8635522,09007713943005431000000000U7,CLASES DE YOGA,,611621,Escuelas de deporte del sector privado,0 a 5 personas,CALLE,VIOLETA,CALLE,TERCERA CERRADA ARENAL,AVENIDA,DE LAS MINAS,CALLE,ARENAL,,SN,,,,,COLONIA,XALPA,,,,09640,09,Ciudad de México,007,Iztapalapa,0001,Iztapalapa,5569,010,,,,Fijo,19.3355228100000000,-99.018555460000000,2019-11
2026-05,2026,5,Gimnasios y espacios deportivos,Escuela de deporte,Privado,Complementario,NO,,0900700012899,10270515,09007611621002421000000000U6,CLASES DE YOGA,,611621,Escuelas de deporte del sector privado,0 a 5 personas,CALLE,REFORMA TERRESTRE,CALLE,JUSTO SIERRA,CALLE,REFORMA POLITICA,CALLE,REFORMA ESPACIAL,7,,,,,,COLONIA,REFORMA POLÍTICA,,,,09730,09,Ciudad de México,007,Iztapalapa,0001,Iztapalapa,2899,031,5523820424,,,Fijo,19.3426973800000000,-99.034121190000000,2024-11
2026-05,2026,5,Gimnasios y espacios deportivos,Escuela de deporte,Privado,Complementario,NO,,0900700014429,726083,09007611621001741000000000U8,CLUB LEON AMERICA,,611621,Escuelas de deporte del sector privado,0 a 5 personas,AVENIDA,TLAHUAC,CALLE,TIBERIADES,OTRO(ESPECIFIQUE),MANZANA O EDIFICACION CONTIGUA,PRIVADA,MORELOS,915,,,,,,FRACCIONAMIENTO,LOMAS ESTRELLA,,,,09890,09,Ciudad de México,007,Iztapalapa,0001,Iztapalapa,4429,001,,,,Fijo,19.3219268600000000,-99.095159500000000,2014-12
2026-05,2026,5,Gimnasios y espacios deportivos,Escuela de deporte,Privado,Complementario,NO,,0901500010023,10658240,09015611621001041000000000U6,CLUB KHAI MUAY THAI,FRANCISCO BASULTO,611621,Escuelas de deporte del sector privado,0 a 5 personas,CALLE,FRANCISCO TAMAGNO,CALLE,PABLO DE SARAZATE,CALLE,LUDWING VAN BEETHOVEN,CALLE,RICARDO BELL,,SN,,,,,COLONIA,PERALVILLO,,,,06220,09,Ciudad de México,015,Cuauhtémoc,0001,Cuauhtémoc,0023,005,5554567022,,,Fijo,19.4620887900000000,-99.134002060000000,2024-11
2026-05,2026,5,Gimnasios y espacios deportivos,Escuela de deporte,Privado,Complementario,NO,,0900700013100,11138075,09007611621002181000000000U6,CLUB SAMURAYS KARATE MEXICO,,611621,Escuelas de deporte del sector privado,0 a 5 personas,CALLE,MERCURIO,CALLE,LUNA,CALLE,MERCURIO,CALLE,SOLAR,,SN,,,,,COLONIA,LOMAS DE LA ESTANCIA,,,,09640,09,Ciudad de México,007,Iztapalapa,0001,Iztapalapa,3100,012,,,,Fijo,19.3383850700000000,-99.010380640000000,2024-11
2026-05,2026,5,Gimnasios y espacios deportivos,Escuela de deporte,Privado,Complementario,NO,,0900700011301,800630,09007611621000691002000000U6,CLUB OF SWIMMING DOLPHINS,,611621,Escuelas de deporte del sector privado,11 a 30 personas,CALLE,LICENCIADO ISIDRO FABELA,AVENIDA,HIDALGO,CALLE,LICENCIADO GILBERTO VALENZUELA,AVENIDA,GENARO ESTRADA,47,,,,,,COLONIA,JACARANDAS,,,,09280,09,Ciudad de México,007,Iztapalapa,0001,Iztapalapa,1301,003,,,,Fijo,19.3445184600000000,-99.049929050000000,2010-07
2026-05,2026,5,Gimnasios y espacios deportivos,Escuela de deporte,Privado,Complementario,NO,,090070001209A,11591395,09007611621002411000000000U7,ESCUELA DE BALLET YOSHABEL REYES,YOSHABEL REYES,611621,Escuelas de deporte del sector privado,0 a 5 personas,CALLE,FRANCISCO X SALAZAR,CALLE,CANDELABRO,CALLE,LA MORA,CALLE,BALTAZAR ECHAVE RIOJA,34,,,,,,BARRIO,GUADALUPE,,,,09900,09,Ciudad de México,007,Iztapalapa,0001,Iztapalapa,209A,024,5537325250,,,Fijo,19.3110008100000000,-99.071294460000000,2024-11
2026-05,2026,5,Gimnasios y espacios deportivos,Escuela de deporte,Privado,Complementario,NO,,0900400010123,7233730,09004713941000162011000000U4,CLUB HIPICO CUADRA EL ESTRIBO,ANA VILLA TENORIO AC,611621,Escuelas de deporte del sector privado,0 a 5 personas,CALLE,MIMOSA,AVENIDA,AVENIDA DE LOS CEDROS,CALLE,PROLONGACION JUAREZ,CALLE,ZOTITLA,271,,,,,,COLONIA,ABDÍAS GARCÍA SOTO,,,,05530,09,Ciudad de México,004,Cuajimalpa de Morelos,0001,Cuajimalpa de Morelos,0123,005,,CUADRAELESTRIBOCUADRA1@GMAIL.COM,,Fijo,19.3488658300000000,-99.294892190000000,2019-11
2026-05,2026,5,Gimnasios y espacios deportivos,Escuela de deporte,Privado,Complementario,NO,,0901600010177,7400019,09016713113000012001000000U1,CLUB DE ENTRENAMIENTO REACTIVE,REINGENIERIA DEPORTIVA,611621,Escuelas de deporte del sector privado,11 a 30 personas,CALLE,FELIPE CARRILLO PUERTO,CALLE,MAR TIRRENO,CALLE,POCITO,CALLE,MAR ADRIATICO,321,,,,,,COLONIA,POPOTLA,,,,11400,09,Ciudad de México,016,Miguel Hidalgo,0001,Miguel Hidalgo,0177,015,,REACTIVETRAININGCLUB@GMAIL.COM,WWW.REACTIVETRAININGCLUB,Fijo,19.4516023100000000,-99.183787960000000,2019-11
2026-05,2026,5,Gimnasios y espacios deportivos,Escuela de deporte,Privado,Complementario,NO,,0900500012593,10525789,09005611621001492000000000U2,ESCUELA DE ARTES MARCIALES ESKA,,611621,Escuelas de deporte del sector privado,0 a 5 personas,CALLE,FUJIYAMA,CALLE,LOMA CIERZO,CALLE,CERRO DE CHAPULTEPEC,CALLE,EVEREST,9,LOTE 9 MZ 128,,,128,,COLONIA,LOMAS DE CUAUTEPEC,,,,07110,09,Ciudad de México,005,Gustavo A. Madero,0001,Gustavo A. Madero,2593,021,5637190878,,,Fijo,19.5689417700000000,-99.137655630000000,2024-11
2026-05,2026,5,Gimnasios y espacios deportivos,Escuela de deporte,Privado,Complementario,NO,,0900700011369,7793211,09007713943005601000000000U5,CLUB DE BOX GAZZU,ISRAEL VILLAFAÑA,611621,Escuelas de deporte del sector privado,0 a 5 personas,CALLE,SILOS,CALLE,GANADEROS,CERRADA,NINGUNO,EJE VIAL,3 ORIENTE (ARNESES),191,,,,,,COLONIA,LOS REYES CULHUACAN,,,,09840,09,Ciudad de México,007,Iztapalapa,0001,Iztapalapa,1369,015,,,,Fijo,19.3493463500000000,-99.109849280000000,2019-11
2026-05,2026,5,Gimnasios y espacios deportivos,Escuela de deporte,Privado,Complementario,NO,,0901300011065,11806753,09013611621000632000000000U8,ESCUELA DE ARTES MARCIALES CLUB CHIKARA,,611621,Escuelas de deporte del sector privado,6 a 10 personas,AVENIDA,PROLONGACION DIVISION DEL NORTE,CALLE,JESUS URUETA,CALLE,TIERRA Y LIBERTAD,CALLE,TIERRA Y LIBERTAD,5041,,,,,,COLONIA,SAN LORENZO LA CEBADA,,,,16010,09,Ciudad de México,013,Xochimilco,0001,Xochimilco,1065,007,5558888070,,,Fijo,19.2772404900000000,-99.122004350000000,2025-04
2026-05,2026,5,Gimnasios y espacios deportivos,Escuela de deporte,Privado,Complementario,NO,,0901500011394,11431577,09015713943002771000000000U2,CLUB DE BOX CUS D AMATO,,611621,Escuelas de deporte del sector privado,0 a 5 personas,CALLE,DOCTOR RAFAEL NORMA,CALLE,DOCTOR VELEZ,CALLE,DOCTOR BARRAGAN,CALLE,DOCTOR NEVA,26,,,,,,COLONIA,DOCTORES,,,,06720,09,Ciudad de México,015,Cuauhtémoc,0001,Cuauhtémoc,1394,022,5541575921,,,Fijo,19.4097275900000000,-99.145709080000000,2024-11
2026-05,2026,5,Gimnasios y espacios deportivos,Escuela de deporte,Privado,Complementario,NO,,0900800010194,7705581,09008611621000161000000000U8,ESCUELA DE ARTES MARCIALES,,611621,Escuelas de deporte del sector privado,0 a 5 personas,CALLE,TUXPAN,CALLE,PASEO CRI CRI,CALLE,TIHUATLAN,CALLE,CERRADA TIHUATLAN,3,LT,,,,,COLONIA,SAN JERÓNIMO ACULCO,,,,10400,09,Ciudad de México,008,La Magdalena Contreras,0001,La Magdalena Contreras,0194,003,5516535581,TANQUE_35@HOTMAIL.COM,,Fijo,19.3185686400000000,-99.224270160000000,2019-11
2026-05,2026,5,Gimnasios y espacios deportivos,Escuela de deporte,Privado,Complementario,NO,,0901200012121,11386452,09012611621000921000000000U7,CLUB DE BOX SANTA MARIA TEPEPAN,,611621,Escuelas de deporte del sector privado,0 a 5 personas,CALLE,CAMINO A LA PIEDRA DEL COMAL,CERRADA,NINGUNO,CALLE,CALLE DE LAS TORRES,PRIVADA,CARIACO,153,,,,,,COLONIA,VALLE DE TEPEPAN,,,,14600,09,Ciudad de México,012,Tlalpan,0001,Tlalpan,2121,004,,,,Fijo,19.2696494300000000,-99.144103040000000,2024-11
2026-05,2026,5,Gimnasios y espacios deportivos,Escuela de deporte,Privado,Complementario,NO,,0900700011369,7793215,09007611621002071000000000U9,ESCUELA DE ARTES MARCIALES DOJO AME,,611621,Escuelas de deporte del sector privado,0 a 5 personas,AVENIDA,TLAHUAC,CALLE,GANADEROS,CALLE,ZAPATA,CERRADA,SUR 129,3282,,,,,,PUEBLO,LOS REYES CULHUACAN,,,,09840,09,Ciudad de México,007,Iztapalapa,0001,Iztapalapa,1369,016,,DOJOAME3282@GMAIL.COM,,Fijo,19.3481806700000000,-99.107206810000000,2019-11
2026-05,2026,5,Gimnasios y espacios deportivos,Escuela de deporte,Privado,Complementario,NO,,0900600010359,710443,09006713943000551000000000U5,CLUB DE BOX LOS ROLDAN,,611621,Escuelas de deporte del sector privado,0 a 5 personas,CALLE,RETORNO 1 SUR 18 A,CALLE,SUR 16,PRIVADA,SUR 18-A,CALLE,ORIENTE 245,36,,,,,,COLONIA,AGRÍCOLA ORIENTAL,,,,08500,09,Ciudad de México,006,Iztacalco,0001,Iztacalco,0359,016,,,,Fijo,19.3937006800000000,-99.069369580000000,2014-12
2026-05,2026,5,Gimnasios y espacios deportivos,Escuela de deporte,Privado,Complementario,NO,,0900800010226,7706264,09008611621000171001000000U7,ESCUELA DE ARTES MARCIALES COBRA KAI,,611621,Escuelas de deporte del sector privado,6 a 10 personas,CALLE,PALMAS,CALLE,SUBIDA A SAN BERNABE,CALLE,PAPALOTECA,CALLE,SUBIDA A SAN BERNABE,5,,,,,,COLONIA,EL ROSAL,,,,10600,09,Ciudad de México,008,La Magdalena Contreras,0001,La Magdalena Contreras,0226,009,5526846500,,,Fijo,19.3089089100000000,-99.249134950000000,2019-11
2026-05,2026,5,Gimnasios y espacios deportivos,Escuela de deporte,Privado,Complementario,NO,,0900800010052,12268470,09008611621000192000000000U3,ESCUELA DE ARTES MARCIALES KURITA JUKU AIKI,KURITA JUKU AIKI,611621,Escuelas de deporte del sector privado,6 a 10 personas,CALLE,MIGUEL HIDALGO,CALLE,CDA SAN JERONIMO,CERRADA,CUAUHTEMOC,CALLE,PRESA,61,,EDIFICIO SIN NOMBRE,1,,,COLONIA,SAN JERÓNIMO LÍDICE,EDIFICIO COMERCIAL Y DE SERVIC,SIN NOMBRE,6,10200,09,Ciudad de México,008,La Magdalena Contreras,0001,La Magdalena Contreras,0052,014,5539203865,LUISGUSTAVOARAIZARIOS@GMAIL.COM,,Fijo,19.3271226100000000,-99.222376210000000,2026-04
2026-05,2026,5,Gimnasios y espacios deportivos,Escuela de deporte,Privado,Complementario,NO,,0900300011247,9133729,09003611621001131000000000U1,ESCUELA DE ARTES MARCIALES KOUSHINKAN AIKIDO MEXICO,,611621,Escuelas de deporte del sector privado,0 a 5 personas,AVENIDA,SANTA ANA,CALLE,EJIDO SAN MIGUEL XICALCO,CALLE,EJIDO SAN JERONIMO,CALLE,EJIDO HEROES DE PADIERNA,372,,,,14,,COLONIA,EX-EJIDO DE SAN FRANCISCO CULHUACÁN,,,,04420,09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1247,028,5547283004,MEXICOAIKIDO.ROCIOAGUERO7@GMAIL.COM,WWW.KOUSHINKAN.MX,Fijo,19.3292989200000000,-99.121948300000000,2019-11
2026-05,2026,5,Gimnasios y espacios deportivos,Escuela de deporte,Privado,Complementario,NO,,0901000011684,11427981,09010713943000691000000000U5,CLUB DE TAEKWONDO TORRES DE POTRERO,,611621,Escuelas de deporte del sector privado,0 a 5 personas,CALLE,FLOR DE DELFINO,CALLE,FLOR DE SAN JUAN,AVENIDA,29 DE OCTUBRE,CALLE,GLORIA,12,,,,,,COLONIA,TORRES DE POTRERO,,,,01840,09,Ciudad de México,010,Álvaro Obregón,0001,Álvaro Obregón,1684,021,5549308164,,,Fijo,19.3285619300000000,-99.256559180000000,2024-11
2026-05,2026,5,Gimnasios y espacios deportivos,Escuela de deporte,Privado,Complementario,NO,,0901000011843,10969989,09010611621000843000000000U7,CLUB DE NATACION CAÑADA,LA BUENA NATACION,611621,Escuelas de deporte del sector privado,11 a 30 personas,AVENIDA,DESIERTO DE LOS LEONES,CERRADA,TLAHUICOLE,PRIVADA,ALCANTARILLA,OTRO(ESPECIFIQUE),ARROYO,5525,,,17,,,COLONIA,ALCANTARILLA,CENTRO Y PLAZA COMERCIAL,PLAZA GRAN SAN FRANCISCO,20,01729,09,Ciudad de México,010,Álvaro Obregón,0001,Álvaro Obregón,1843,029,,FINANZAS@CCANADANATACION.COM.MX,WWW.CLUBCANADA.COM.MX,Fijo,19.3386537900000000,-99.242624710000000,2024-11
2026-05,2026,5,Gimnasios y espacios deportivos,Escuela de deporte,Privado,Complementario,NO,,0901600010177,12268557,09016611621000661000000000U0,ESCUELA DE ARTES MARCIALES MIXTAS,,611621,Escuelas de deporte del sector privado,0 a 5 personas,AVENIDA,GENERAL MARIANO ESCOBEDO,CALLE,LAGO GARDA,AVENIDA,MARINA NACIONAL,CALLE,LAGO ISEO,114,,,,5,,COLONIA,ANÁHUAC I SECCIÓN,,,,11320,09,Ciudad de México,016,Miguel Hidalgo,0001,Miguel Hidalgo,0177,021,,,,Fijo,19.4485312400000000,-99.182184250000000,2026-04
2026-05,2026,5,Gimnasios y espacios deportivos,Escuela de deporte,Privado,Complementario,NO,,0900700010676,8947705,09007611621001981000000000U0,ESCUELA DE ARTES MARCIALES KIHON CHURUBUSCO,,611621,Escuelas de deporte del sector privado,0 a 5 personas,EJE VIAL,2 ORIENTE CALZADA DE LA VIGA,AVENIDA,AGUSTIN YAÑEZ,CALLE,RODOLFO USIGLI,CALLE,SUR 97,1638,,,,0,101 Y 102,COLONIA,SECTOR POPULAR,,,,09060,09,Ciudad de México,007,Iztapalapa,0001,Iztapalapa,0676,013,,,,Fijo,19.3646314000000000,-99.122124160000000,2019-11
2026-05,2026,5,Gimnasios y espacios deportivos,Escuela de deporte,Privado,Complementario,NO,,0900500010012,9939055,09005611621001641000000000U4,ESCUELA DE ARTES MARCIALES ESKA KARATE DO,,611621,Escuelas de deporte del sector privado,0 a 5 personas,CALLE,CERRO GORDO,CALLE,CERRO AZUL,CALLE,LOMA CIERZO,CALLE,CERRO DE LA AGUJA,157,LOTE 3,,,,,COLONIA,LOMAS DE CUAUTEPEC,,,,07110,09,Ciudad de México,005,Gustavo A. Madero,0001,Gustavo A. Madero,0012,034,5513028421,ESKA.KARATEDO@GMAIL.COM,WWW.ESKA-KARATE-DO.COM,Semifijo,19.5702350000000000,-99.135049910000000,2024-11
2026-05,2026,5,Gimnasios y espacios deportivos,Escuela de deporte,Privado,Complementario,NO,,0901400010810,9538076,09014611621000943000000000U7,CLUB CAÑADA,LA MEJOR NATACION,611621,Escuelas de deporte del sector privado,11 a 30 personas,EJE VIAL,2 PONIENTE GABRIEL MANCERA,CALLE,PARROQUIA,EJE VIAL,8 SUR (JOSE MARIA RICO),CALLE,ANICETO ORTEGA,1620,,,,,,COLONIA,DEL VALLE SUR,,,,03100,09,Ciudad de México,014,Benito Juárez,0001,Benito Juárez,0810,001,,,,Fijo,19.3683362600000000,-99.168592920000000,2024-11
2026-05,2026,5,Gimnasios y espacios deportivos,Escuela de deporte,Privado,Complementario,NO,,0901400010295,10011625,09014611621001032000000000U8,CLUB BOXEO YMMA,,611621,Escuelas de deporte del sector privado,6 a 10 personas,CALLE,CASTILLA,CALLE,AHORRO POSTAL,CALLE,GUIPUZCOA,CALLE,TUY,369,A,,,,,COLONIA,NIÑOS HÉROES,,,,03440,09,Ciudad de México,014,Benito Juárez,0001,Benito Juárez,0295,004,,,,Fijo,19.3886191600000000,-99.144272400000000,2024-11
2026-05,2026,5,Gimnasios y espacios deportivos,Escuela de deporte,Privado,Complementario,NO,,0901000011275,7805366,09010713992000053010000000U5,CLUB CAÑADA,LA MEJOR NATACION,611621,Escuelas de deporte del sector privado,11 a 30 personas,CALLE,CAÑADA,CALLE,FUEGO,AVENIDA,PASEO DEL PEDREGAL,CALLE,GRIETA,158,,,,,,COLONIA,JARDINES DEL PEDREGAL,,,,01900,09,Ciudad de México,010,Álvaro Obregón,0001,Álvaro Obregón,1275,001,,,WWW.CONATACION.COM.MX,Fijo,19.3220539400000000,-99.198876760000000,2019-11
2026-05,2026,5,Gimnasios y espacios deportivos,Escuela de deporte,Privado,Complementario,NO,,0901300011046,9554115,09013713113000021000000000U9,CLUB AKATIA ESCUELA DE NATACION,,611621,Escuelas de deporte del sector privado,0 a 5 personas,AVENIDA,PROLONGACION DIVISION DEL NORTE,CALLE,ALCANFORES,CALLE,CALLE DE LA ROSA,CALLE,AHUEJOTES,5214,,,,,,AMPLIACION,AMPLIACIÓN SAN MARCOS NORTE,,,,16038,09,Ciudad de México,013,Xochimilco,0001,Xochimilco,1046,017,,CLUBAKATIA@GMAIL.COM,,Fijo,19.2694393600000000,-99.117206840000000,2024-11
2026-05,2026,5,Gimnasios y espacios deportivos,Escuela de deporte,Privado,Complementario,NO,,0900500011330,810112,09005611621000963000000000U3,CLUB ACUATICO SPLASH,NATACION CONFORT,611621,Escuelas de deporte del sector privado,11 a 30 personas,CALLE,CAMINO TRIUNFO A,AVENIDA,REPUBLICA MEXICANA,CALLE,CAMINO DE LA COOPERACION,CALLE,CAMINO ESFUERZO,223,,,,,,COLONIA,CAMPESTRE ARAGÓN,,,,07530,09,Ciudad de México,005,Gustavo A. Madero,0001,Gustavo A. Madero,1330,011,5562170243,SPLASH@SCIENCEPOOL.COM.MX,WWW.NATACIONCONFORT.COM,Fijo,19.4896776800000000,-99.078741450000000,2010-07
