edicion_denue,anio_denue,mes_denue,categoria_proyecto,subcategoria_proyecto,sector_gestion,alcance_analitico,revision_manual,motivo_revision,cve_geo_ageb,id,clee,nom_estab,raz_social,codigo_act,nombre_act,per_ocu,tipo_vial,nom_vial,tipo_v_e_1,nom_v_e_1,tipo_v_e_2,nom_v_e_2,tipo_v_e_3,nom_v_e_3,numero_ext,letra_ext,edificio,edificio_e,numero_int,letra_int,tipo_asent,nomb_asent,tipoCenCom,nom_CenCom,num_local,cod_postal,cve_ent,entidad,cve_mun,municipio,cve_loc,localidad,ageb,manzana,telefono,correoelec,www,tipoUniEco,latitud,longitud,fecha_alta
2025-05,2025,5,Gimnasios y espacios deportivos,Escuela de deporte,Privado,Complementario,NO,,0901500011534,897620,09015611621000491000000000U4,ARTES MARCIALES UNIDOS POPULARES SC DE R,ARTES MARCIALES UNIDOS POPULARES,611621,Escuelas de deporte del sector privado,0 a 5 personas,CALLE,DOCTOR MANUEL CARMONA Y VALLE,AVENIDA,DOCTOR RIO DE LA LOZA,CALLE,DOCTOR LAVISTA,EJE VIAL,1 PONIENTE (AVENIDA CUAUHTEMOC),0,SN,,,102,,COLONIA,DOCTORES,,,,06720,09,Ciudad de México,015,Cuauhtémoc,0001,Cuauhtémoc,1534,013,,CONTACTO@LAULTIMADEFENSA.MX,,Fijo,19.4249744400000000,-99.152874680000000,2014-12
2025-05,2025,5,Gimnasios y espacios deportivos,Escuela de deporte,Privado,Complementario,NO,,0900700012776,827796,09007611621001031000000000U4,ARTE MARCIAL SIN FRONTERAS,,611621,Escuelas de deporte del sector privado,0 a 5 personas,EJE VIAL,8 SUR CALZADA ERMITA IZTAPALAPA,PRIVADA,DEL CORSAR,CALLE,REFORMA MUNICIPAL (JALISCO),CALLE,SALVADOR ALLENDE,3333,,,,,B,COLONIA,CITLALLI,,,,09660,09,Ciudad de México,007,Iztapalapa,0001,Iztapalapa,2776,005,5534302750,,,Fijo,19.3445692900000000,-99.025268860000000,2010-07
2025-05,2025,5,Gimnasios y espacios deportivos,Escuela de deporte,Privado,Complementario,NO,,0900700010981,8782400,09007611621001991000000000U9,ARTES MARCIALES,,611621,Escuelas de deporte del sector privado,0 a 5 personas,EJE VIAL,8 SUR CALZADA ERMITA IZTAPALAPA,CALLE,LA ESTRELLA,CALLE,MORELOS,AVENIDA,HIDALGO,350,BIS,,,0,,BARRIO,SAN PABLO,,,,09000,09,Ciudad de México,007,Iztapalapa,0001,Iztapalapa,0981,013,,REDMASTERMEXICO@HOTMAIL.COM,,Fijo,19.3582358400000000,-99.088709250000000,2019-11
2025-05,2025,5,Gimnasios y espacios deportivos,Escuela de deporte,Privado,Complementario,NO,,0900600010363,9824863,09006611621000531000000000U6,ARTE MARCIAL KOSHO RYU KENPO,,611621,Escuelas de deporte del sector privado,0 a 5 personas,CALLE,SUR 20,CALLE,SUR 20,CALLE,ORIENTE 253,CALLE,SUR 20,0,SN,,,,,COLONIA,AGRICOLA ORIENTAL,,,,08500,09,Ciudad de México,006,Iztacalco,0001,Iztacalco,0363,010,5525006745,,,Fijo,19.3904932700000000,-99.064523960000000,2024-11
2025-05,2025,5,Gimnasios y espacios deportivos,Escuela de deporte,Privado,Complementario,NO,,0900300010465,7718300,09003713992000021000000000U7,AQUATIC ZONE,AQUATIC ZONE SA DE CV,611621,Escuelas de deporte del sector privado,0 a 5 personas,CALLE,XOTEPINGO,CALLE,TULIPAN,CALLE,GLADIOLAS,AVENIDA,JACARANDAS,43,,,,,,COLONIA,CIUDAD JARDIN,,,,04370,09,Ciudad de México,003,Coyoacán,0001,Coyoacán,0465,001,,KANDYHNBARRAN@YAHOO.COM.MX,,Fijo,19.3345593400000000,-99.143227980000000,2019-11
2025-05,2025,5,Gimnasios y espacios deportivos,Escuela de deporte,Privado,Complementario,NO,,0901400010740,8489305,09014713992000073000000000U5,AQUAFIT ESCUELA DE NATACION,NATACION SIN LIMITES SA DE CV,611621,Escuelas de deporte del sector privado,6 a 10 personas,CALLE,AMORES,CALLE,SAN LORENZO,EJE VIAL,7 SUR (FELIX CUEVAS),CALLE,JOSE MARTIN MENDALDE,1431,,,,,,COLONIA,DEL VALLE,,,,03104,09,Ciudad de México,014,Benito Juárez,0001,Benito Juárez,0740,004,,ADMIN@AQUAFIT.COM.MX,AQUAFIT.COM.MX,Fijo,19.3728316600000000,-99.169182180000000,2019-11
2025-05,2025,5,Gimnasios y espacios deportivos,Escuela de deporte,Privado,Complementario,NO,,0900400010299,919831,09004611621000153000000000U4,AQUATIK SPORT CENTER,,611621,Escuelas de deporte del sector privado,11 a 30 personas,CALLE,AHUATENCO,CALLE,12 DE DICIEMBRE,CERRADA,JUAREZ PONIENTE,CALLE,12 DE DICIEMBRE,145,,,,0,,COLONIA,CUAJIMALPA,,,,05000,09,Ciudad de México,004,Cuajimalpa de Morelos,0001,Cuajimalpa de Morelos,0299,051,5558130751,,AQUATIKSC.COM,Fijo,19.3606119600000000,-99.301989130000000,2014-12
2025-05,2025,5,Gimnasios y espacios deportivos,Escuela de deporte,Privado,Complementario,NO,,0901300011313,1038285,09013611621000181000000000U6,ANTOJITOS MEXICANOS,,611621,Escuelas de deporte del sector privado,0 a 5 personas,CALLE,FRANCISCO I MADERO,CALLE,MARIA ISABEL,CALLE,CIPRIANO JIMENEZ,CALLE,CIPRIANO JIMENEZ,0,SN,,,,,PUEBLO,SANTIAGUITO TULYEHUALCO,,,,16776,09,Ciudad de México,013,Xochimilco,0001,Xochimilco,1313,003,5634606342,,,Fijo,19.2566060500000000,-99.022160980000000,2010-07
2025-05,2025,5,Gimnasios y espacios deportivos,Escuela de deporte,Privado,Complementario,NO,,090050001135A,7715300,09005713943003261000000000U4,CENTRO HOLISTICO YUG,,611621,Escuelas de deporte del sector privado,0 a 5 personas,CALLE,CAMINO DE LA UNION A,CALLE,ESTADO DE OAXACA,AVENIDA,VILLA DE AYALA,CALLE,CAMINO DE LA UNION A,177,,,,,,COLONIA,SAN FELIPE DE JESUS,,,,07550,09,Ciudad de México,005,Gustavo A. Madero,0001,Gustavo A. Madero,135A,014,5537373811,YUGHOLISTICO@GMAIL.COM,,Fijo,19.4873912800000000,-99.074413540000000,2019-11
2025-05,2025,5,Gimnasios y espacios deportivos,Escuela de deporte,Privado,Complementario,NO,,0901400011005,976275,09014611621000691000000000U2,CENTRO HOLISTICO MANDALA,,611621,Escuelas de deporte del sector privado,0 a 5 personas,CALLE,CANARIAS,AVENIDA,REPUBLICAS,CALLE,AJUSCO,CALLE,FILIPINAS,814,,,,,,COLONIA,PORTALES SUR,,,,03300,09,Ciudad de México,014,Benito Juárez,0001,Benito Juárez,1005,019,,CENTROHOLISTICOMANDLASC@GMAIL.COM,WWW.CENTROHOLISTICOMANDALA.COM,Fijo,19.3630910800000000,-99.147971230000000,2010-07
2025-05,2025,5,Gimnasios y espacios deportivos,Escuela de deporte,Privado,Complementario,NO,,090150001145A,10770263,09015611621001021000000000U8,CENTRO HOLISTICO LATINOAMERICANO,PATRICIA LOPEZ Y GARCIA DE ALBA SA DE CV,611621,Escuelas de deporte del sector privado,0 a 5 personas,CALLE,BAJIO,CALLE,MONCLOVA,EJE VIAL,3 PONIENTE (MEDELLIN),CALLE,TEHUANTEPEC,203,,EDIFICIO 203,PISO 2,501,,COLONIA,ROMA SUR,EDIFICIO COMERCIAL Y DE SERVIC,EDIFICIO 203,203,06760,09,Ciudad de México,015,Cuauhtémoc,0001,Cuauhtémoc,145A,020,5561776178,HOLISTICOINFORMES@GMAIL.COM,WWW.CENTROHOLISTICOINFORMES.COM,Fijo,19.4038052100000000,-99.163272220000000,2024-11
2025-05,2025,5,Gimnasios y espacios deportivos,Escuela de deporte,Privado,Complementario,NO,,0901400010736,952523,09014611621000021000000000U2,AMMDK DEL VALLE,,611621,Escuelas de deporte del sector privado,0 a 5 personas,CALLE,SAN LORENZO,CALLE,FRESAS,CALLE,TEJOCOTES,CALLE,LIMAS,141,,,,,,COLONIA,INSURGENTES SUR,,,,03100,09,Ciudad de México,014,Benito Juárez,0001,Benito Juárez,0736,013,1351593130,CARLOS7359@YAHOO.COM.MX,,Fijo,19.3752533700000000,-99.176630910000000,2011-03
2025-05,2025,5,Gimnasios y espacios deportivos,Escuela de deporte,Privado,Complementario,NO,,0901500010644,10599745,09015611621001081000000000U2,AMET,,611621,Escuelas de deporte del sector privado,0 a 5 personas,CALLE,REPUBLICA DE COLOMBIA,CALLE,REPUBLICA DE BRASIL,CALLE,REPUBLICA DE ARGENTINA,CALLE,REPUBLICA DE VENEZUELA,5,,,,1,,COLONIA,CENTRO,,,,06000,09,Ciudad de México,015,Cuauhtémoc,0001,Cuauhtémoc,0644,010,,,,Fijo,19.4384578800000000,-99.133308270000000,2024-11
2025-05,2025,5,Gimnasios y espacios deportivos,Escuela de deporte,Privado,Complementario,NO,,0901200010182,10816141,09012611621000971000000000U2,ALBERCAS,,611621,Escuelas de deporte del sector privado,0 a 5 personas,CALLE,MECACALCO,CALLE,CARRASCO,CERRADA,JILOTLAN,CALLE,PUENTE DE PIEDRA,39,,,,,,COLONIA,TORIELLO GUERRA,,,,14050,09,Ciudad de México,012,Tlalpan,0001,Tlalpan,0182,002,,,,Fijo,19.2992331600000000,-99.163617150000000,2024-11
2025-05,2025,5,Gimnasios y espacios deportivos,Escuela de deporte,Privado,Complementario,NO,,0900300011656,910578,09003611621001001000000000U6,ALBERCA TRITON S POOL,,611621,Escuelas de deporte del sector privado,0 a 5 personas,CALLE,PRIMERA CERRADA DEL IMAN,AVENIDA,AVENIDA DEL IMAN,CALLE,SAN ALEJANDRO,OTRO(ESPECIFIQUE),MANZANA O EDIFICACION CONTIGUA,13,MAZ1,,,,,COLONIA,PEDREGAL DE LA ZORRA,,,,04660,09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1656,002,,,,Fijo,19.3049914200000000,-99.159875520000000,2014-12
2025-05,2025,5,Gimnasios y espacios deportivos,Escuela de deporte,Público,Complementario,NO,,0901100011376,9341838,09011611621000652000000000U0,ALBERCA OLIMPICA BICENTENARIO DE LA INDEPENDENCIA,BOSQUE TLAHUAC ALBERCA OLIMPI,611622,Escuelas de deporte del sector público,31 a 50 personas,AVENIDA,LA TURBA,CALLE,HEBERTO CASTILLO,CALLE,GUALDA,CALLE,CANAL DE CHALCO,,SN,,,,,COLONIA,LA DRAGA,,,,13200,09,Ciudad de México,011,Tláhuac,0001,Tláhuac,1376,035,,ALBERCAOLIMPICAALCALDIATLAHUAC@GMAIL.COM,,Fijo,19.2870528600000000,-99.048880060000000,2021-05
2025-05,2025,5,Gimnasios y espacios deportivos,Escuela de deporte,Público,Complementario,NO,,0901100011376,1049042,09011611622000025000000000U7,ALBERCA OLIMPICA BICENTENARIO DE LA INDEPENDENCIA,GOBIERNO DE LA CIUDAD DE MEXICO ALCALDIA TLAHUAC ALBERCA OLIMPICA BICENTENARIO DE LA INDEPENDENCIA,611622,Escuelas de deporte del sector público,51 a 100 personas,AVENIDA,LA TURBA,CALLE,HEBERTO CASTILLO,CALLE,GUALDA,CALLE,CANAL DE CHALCO,0,SN,,,,,COLONIA,LA DRAGA,,,,13200,09,Ciudad de México,011,Tláhuac,0001,Tláhuac,1376,035,,AOBIALBERCA@GMAIL.COM,,Fijo,19.2866525600000000,-99.047162660000000,2010-07
2025-05,2025,5,Gimnasios y espacios deportivos,Escuela de deporte,Público,Complementario,NO,,0901000011913,922558,09010611622000023000000000U4,ALBERCA SEMI OLIMPICA EL MAGO SEPTIEN,ALBERCA SEMI OLIMPICA EL MAGO SEPTIEM,611622,Escuelas de deporte del sector público,11 a 30 personas,CALLE,LUIS GONZAGA URBINA,CALLE,CAÑADA ROSQUIN,CALLE,NINGUNO,OTRO(ESPECIFIQUE),MANZANA O EDIFICACION CONTIGUA,0,SN,,,,,COLONIA,LOMAS DE BCERRA,,,,01279,09,Ciudad de México,010,Álvaro Obregón,0001,Álvaro Obregón,1913,034,5540299330,,,Fijo,19.3832998700000000,-99.223969240000000,2014-12
2025-05,2025,5,Gimnasios y espacios deportivos,Escuela de deporte,Público,Complementario,NO,,0900900170365,873357,09009611622000013000000000U7,ALBERCA OLIMPICA SAN FRANCISCO TECOXPA,ALCALDIA MILPA ALTA,611622,Escuelas de deporte del sector público,31 a 50 personas,AVENIDA,MIGUEL HIDALGO,CALLE,BOULEVARD JOSE LOPEZ PORTILLO,CALLE,PRIMERA PRIVADA JOSE LOPEZ PORTILLO,CALLE,PRIMERA PRIVADA JOSE LOPEZ PORTILLO,,SN,,,,SN,PUEBLO,SAN FRANCISCO TECOXPA,,,,12700,09,Ciudad de México,009,Milpa Alta,0017,San Francisco Tecoxpa,0365,020,,,,Fijo,19.2031129200000000,-99.003092820000000,2010-07
2025-05,2025,5,Gimnasios y espacios deportivos,Escuela de deporte,Público,Complementario,NO,,0900300010662,9209771,09003611622000043000000000U7,ALBERCA HUAYAMILPAS,ALCALDIA COYOACAN,611622,Escuelas de deporte del sector público,11 a 30 personas,PRIVADA,QUINTO CALLEJON HUAYAMILPAS,CALLE,CORAS,CALLE,QUINTO CALLEJON HUAYAMILPAS,CALLE,QUINTO CALLEJON HUAYAMILPAS,0,SN,,,,,COLONIA,AJUSCO,,,,04300,09,Ciudad de México,003,Coyoacán,0001,Coyoacán,0662,048,,,,Fijo,19.3239588200000000,-99.148162210000000,2019-11
2025-05,2025,5,Gimnasios y espacios deportivos,Escuela de deporte,Público,Complementario,NO,,090040001041A,919688,09004611622000013000000000U8,ALBERCA HUIZACHITO,ALCALDIA CUAJIMALPA,611622,Escuelas de deporte del sector público,11 a 30 personas,PRIVADA,CAMINO A HUIZACHITO,CALLE,AVENIDA NOCHE DE PAZ,PRIVADA,HUIZAPANELA,OTRO(ESPECIFIQUE),CANAL,0,SN,,,,,COLONIA,GRANJAS NAVIDAD,,,,05219,09,Ciudad de México,004,Cuajimalpa de Morelos,0001,Cuajimalpa de Morelos,041A,039,5585096328,,,Fijo,19.3709368800000000,-99.280120970000000,2014-12
2025-05,2025,5,Gimnasios y espacios deportivos,Escuela de deporte,Público,Complementario,NO,,0901000011843,927689,09010611622000032001063089S5,ALBERCA SEMIOLIMPICA DEL BICENTENARIO LA CUESTA,GOBIERNO DEL DISTRITO FEDERAL,611622,Escuelas de deporte del sector público,11 a 30 personas,CALLE,NINGUNO,CALLE,TECALCAPA,CALLE,NINGUNO,CALLE,NINGUNO,300,,,,0,,COLONIA,EL MIRADOR,,,,01740,09,Ciudad de México,010,Álvaro Obregón,0001,Álvaro Obregón,1843,049,,,,Fijo,19.3456240400000000,-99.224657490000000,2014-12
2025-05,2025,5,Gimnasios y espacios deportivos,Escuela de deporte,Público,Complementario,NO,,0901100010607,7612829,09011611622000053000000000U9,ALBERCA SEMIOLIMPICA ZAPOTITLA FUTURO Y ESPERANZA,ALCALDIA DE TLAHUAC,611622,Escuelas de deporte del sector público,11 a 30 personas,CALLE,ANTIGUO CAMINO A TLALTENCO,CALLE,MANUEL M. LOPEZ,CALLE,SALVADOR DIAZ MIRON,CALLE,CECILIO ACOSTA,0,SN,,,,,COLONIA,ZAPOTITLA,,,,13310,09,Ciudad de México,011,Tláhuac,0001,Tláhuac,0607,021,,ALBERCAZAPOTITLA@GMAIL.COM,,Fijo,19.3119624400000000,-99.036810830000000,2019-11
2025-05,2025,5,Gimnasios y espacios deportivos,Escuela de deporte,Público,Complementario,NO,,0901100211018,7631769,09011611622000032000000000U3,ALBERCA SEMIOLIMPICA SAN JUAN IXTAYOPAN FORTALEZA OLIMPICA,ALCALDIA TLAHUAC,611622,Escuelas de deporte del sector público,11 a 30 personas,CALLE,EMILIANO ZAPATA,CALLE,VICENTE GUERRERO,CALLE,MIGUEL NEGRETE,CALLE,IGNACIO ZARAGOZA,0,SN,,,,,BARRIO,LA ASUNCION,,,,13530,09,Ciudad de México,011,Tláhuac,0021,San Juan Ixtayopan,1018,019,,,,Fijo,19.2431631100000000,-98.995736660000000,2019-11
2025-05,2025,5,Gimnasios y espacios deportivos,Escuela de deporte,Público,Complementario,NO,,0900600010024,710867,09006611622000183000000000U4,ALBERCA CURSO CORTO PANTITLAN,ALCALDIA IZTACALCO,611622,Escuelas de deporte del sector público,31 a 50 personas,CALLE,5,AVENIDA,PROSPERIDAD,EJE VIAL,4 ORIENTE (RIO CHURUBUSCO),EJE VIAL,4 ORIENTE (RIO CHURUBUSCO),0,SN,,,433,,COLONIA,AGRICOLA PANTITLAN,,,,08100,09,Ciudad de México,006,Iztacalco,0001,Iztacalco,0024,006,,,,Fijo,19.4203669800000000,-99.059890680000000,2014-12
2025-05,2025,5,Gimnasios y espacios deportivos,Escuela de deporte,Privado,Complementario,NO,,0901500011411,8327483,09015611621000941000000000U8,AJNA,,611621,Escuelas de deporte del sector privado,0 a 5 personas,CALLE,ALFONSO REYES,CIRCUITO,INTERIOR (JOSE VASCONCELOS),CALLE,CARLOS B ZETINA,CALLE,CHICONTEPEC,23,,,,,,COLONIA,CUAUHTEMOC,,,,06170,09,Ciudad de México,015,Cuauhtémoc,0001,Cuauhtémoc,1411,026,,,GREENYOGA.COM.MX,Fijo,19.4110673300000000,-99.181789150000000,2019-11
2025-05,2025,5,Gimnasios y espacios deportivos,Escuela de deporte,Público,Complementario,NO,,0900300010516,11123683,09003611622000063000061107S5,ALBERCA CULHUACANES,GOBIERNO DE LA CIUDAD DE MEXICO,611622,Escuelas de deporte del sector público,11 a 30 personas,CALZADA,TAXQUEÑA,CALLE,EJIDO SANTA ISABEL TOLA,EJE VIAL,2 ORIENTE (HEROICA ESCUELA NAVAL MILITAR),CALLE,EJIDO SAN ANTONIO TOMATLAN,0,SN,,,,,COLONIA,SAN FRANCISCO CULHUACAN,,,,04420,09,Ciudad de México,003,Coyoacán,0001,Coyoacán,0516,007,,,,Fijo,19.3382463700000000,-99.126100700000000,2024-11
2025-05,2025,5,Gimnasios y espacios deportivos,Escuela de deporte,Público,Complementario,NO,,0900300010713,979482,09003713998000013000000000U1,ALBERCA BENITO JUAREZ GARCIA,EL GOBIERNO,611622,Escuelas de deporte del sector público,11 a 30 personas,AVENIDA,SANTA ANA,CALZADA,CALZADA DE LA VIRGEN,CALLE,PIEDRA DEL SOL,CALZADA,CALZADA DE LA VIRGEN,0,SN,,,,,COLONIA,AVANTE,,,,04460,09,Ciudad de México,003,Coyoacán,0001,Coyoacán,0713,028,,,,Fijo,19.3299046000000000,-99.133570950000000,2010-07
