edicion_denue,anio_denue,mes_denue,categoria_proyecto,subcategoria_proyecto,sector_gestion,alcance_analitico,revision_manual,motivo_revision,cve_geo_ageb,id,clee,nom_estab,raz_social,codigo_act,nombre_act,per_ocu,tipo_vial,nom_vial,tipo_v_e_1,nom_v_e_1,tipo_v_e_2,nom_v_e_2,tipo_v_e_3,nom_v_e_3,numero_ext,letra_ext,edificio,edificio_e,numero_int,letra_int,tipo_asent,nomb_asent,tipoCenCom,nom_CenCom,num_local,cod_postal,cve_ent,entidad,cve_mun,municipio,cve_loc,localidad,ageb,manzana,telefono,correoelec,www,tipoUniEco,latitud,longitud,fecha_alta
2024-11,2024,11,Gimnasios y espacios deportivos,Escuela de deporte,Privado,Complementario,NO,,0900300010361,905659,09003713943001481011000000U5,ESCUELA DE GIMNASIA LUDSKANOV,ESCUELA DE GIMNASIA LUDSKANOV SC,611621,Escuelas de deporte del sector privado,6 a 10 personas,CALLE,21 DE AGOSTO,CALLE,CUAUHTEMOC,PRIVADA,VIOLETA,CALLE,CARRIZAL,16,,,,0,,COLONIA,COPILCO EL BAJO,,,,04340,09,Ciudad de México,003,Coyoacán,0001,Coyoacán,0361,001,,,WWW.GIMNASIALUDSKANOV.COM.MX,Fijo,19.3393895900000000,-99.187685400000000,2014-12
2024-11,2024,11,Gimnasios y espacios deportivos,Escuela de deporte,Privado,Complementario,NO,,090050001060A,8210564,09005611621001293000000000U4,ESCUELA DE FUTBOL PENTA BRASIL,,611621,Escuelas de deporte del sector privado,0 a 5 personas,CALLE,ROSARIO,CALLE,SAN JUAN DE PUERTO RICO,CALLE,SALAVERRY,CALLE,LA RIOJA,,SN,,,,,COLONIA,RESIDENCIAL ZACATENCO,,,,07369,09,Ciudad de México,005,Gustavo A. Madero,0001,Gustavo A. Madero,060A,006,,,,Fijo,19.5068413300000000,-99.125970370000000,2019-11
2024-11,2024,11,Gimnasios y espacios deportivos,Escuela de deporte,Privado,Complementario,NO,,0901700011435,1060975,09017813230000362002063089S9,ESCUELA DE FUTBOL NIDO AGUILA,GOBIERNO DEL DISTRITO FEDERAL,611621,Escuelas de deporte del sector privado,0 a 5 personas,CALLE,RADAMES TREVIÑO,CALLE,RIO DE LA PIEDAD,AVENIDA,LUIS DE LA ROSA,AVENIDA,GENARO GARCIA,0,SN,,,,,COLONIA,JARDIN BALBUENA,,,,15900,09,Ciudad de México,017,Venustiano Carranza,0001,Venustiano Carranza,1435,003,,,,Fijo,19.4100890600000000,-99.104376440000000,2010-07
2024-11,2024,11,Gimnasios y espacios deportivos,Escuela de deporte,Privado,Complementario,NO,,0900500013252,8694382,09005713943003141000000000U8,ESCUELA DE FUTBOL MACANAS,,611621,Escuelas de deporte del sector privado,0 a 5 personas,CALLE,CORNELIO REYNA,CALLE,MANUEL BERNAL,CALLE,RENE TRUJILLO,CALLE,JUAN GABRIEL,0,SN,,,,,COLONIA,COMPOSITORES MEXICANOS,,,,07130,09,Ciudad de México,005,Gustavo A. Madero,0001,Gustavo A. Madero,3252,037,5546445941,FUTURASESTRELLAS79@GMAIL.COM,,Fijo,19.5644934700000000,-99.140460650000000,2019-11
2024-11,2024,11,Gimnasios y espacios deportivos,Escuela de deporte,Privado,Complementario,NO,,090050001060A,8210566,09005611621001302000000000U3,ESCUELA DE FUTBOL PACHUCA UNIDOS,,611621,Escuelas de deporte del sector privado,0 a 5 personas,CALLE,SALAVERRY,CALLE,ROSARIO,CALLE,LA RIOJA,CALLE,SAN JUAN DE PUERTO RICO,91,,,,0,,COLONIA,RESIDENCIAL ZACATENCO,,,,07369,09,Ciudad de México,005,Gustavo A. Madero,0001,Gustavo A. Madero,060A,006,,,,Fijo,19.5056899300000000,-99.125946920000000,2019-11
2024-11,2024,11,Gimnasios y espacios deportivos,Escuela de deporte,Privado,Complementario,NO,,090050001060A,8210563,09005611621001283000000000U5,ESCUELA DE FUTBOL NIDO AGUILA LINDAVISTA,,611621,Escuelas de deporte del sector privado,0 a 5 personas,CALLE,ROSARIO,CALLE,SAN JUAN DE PUERTO RICO,CALLE,SALAVERRY,CALLE,LA RIOJA,91,,,,0,,COLONIA,RESIDENCIAL ZACATENCO,,,,07369,09,Ciudad de México,005,Gustavo A. Madero,0001,Gustavo A. Madero,060A,006,,,,Fijo,19.5068208500000000,-99.125846560000000,2019-11
2024-11,2024,11,Gimnasios y espacios deportivos,Escuela de deporte,Privado,Complementario,NO,,0901600010891,9948889,09016611621000541000000000U4,ESCUELA DE FUTBOL SAN MIKE,,611621,Escuelas de deporte del sector privado,0 a 5 personas,CALLE,GENERAL JUAN CANO,CALLE,GENERAL ANTONIO LEON,CALLE,GENERAL GOMEZ PEDRAZA,CALLE,GOBERNADOR TIBURCIO MONTIEL,40,,,,,,COLONIA,SAN MIGUEL CHAPULTEPEC,,,,11850,09,Ciudad de México,016,Miguel Hidalgo,0001,Miguel Hidalgo,0891,011,5561323308,,,Fijo,19.4141474000000000,-99.184401870000000,2024-11
2024-11,2024,11,Gimnasios y espacios deportivos,Escuela de deporte,Privado,Complementario,NO,,090120001038A,858766,09012611621000342000000000U6,ESCUELA DE FUTBOL PUMAS SUR,CENTRO DESARROLLO FUTBOLISTICO INTEGRAL PUMAS SUR SOCIEDAD CIVIL SC,611621,Escuelas de deporte del sector privado,6 a 10 personas,CALLE,IGNACIO ALLENDE,CALLE,MARIANO ABASOLO,CALLE,BENITO JUAREZ,CALLE,MONEDA,0,SN,,,,,COLONIA,TLALPAN CENTRO,,,,14000,09,Ciudad de México,012,Tlalpan,0001,Tlalpan,038A,001,5554159215,FILIALPUMASSUR@HOTMAIL.COM,WWW.PUMASSUROFICIAL.COM.MX,Fijo,19.2911513600000000,-99.168805520000000,2010-07
2024-11,2024,11,Gimnasios y espacios deportivos,Escuela de deporte,Privado,Complementario,NO,,0901500010714,8859780,09015611621000961000000000U6,CENTRO DESARROLLO HUMANO Y ESPIRITUAL ARKHE,,611621,Escuelas de deporte del sector privado,0 a 5 personas,AVENIDA,MEXICO TENOCHTITLAN,CALLE,ZARAGOZA,CALLE,JUAN ALDAMA,CALLE,OROZCO Y BERRA,47,,,,0,,COLONIA,BUENAVISTA,,,,06350,09,Ciudad de México,015,Cuauhtémoc,0001,Cuauhtémoc,0714,019,5514862355,,,Fijo,19.4384912800000000,-99.151238210000000,2019-11
2024-11,2024,11,Gimnasios y espacios deportivos,Escuela de deporte,Privado,Complementario,NO,,0901300011277,9878123,09013611621000572000000000S6,ESCUELA DE FUTBOL SOCCER PUMAS CUEMANCO,,611621,Escuelas de deporte del sector privado,6 a 10 personas,OTRO(ESPECIFIQUE),CANAL,CALLE,NINGUNO,OTRO(ESPECIFIQUE),NINGUNO,OTRO(ESPECIFIQUE),NINGUNO,2000,,DEPORTIVO CUEMANCO XOCHIMILCO,PLANTA BAJA,,,COLONIA,TLACOAPA,PARQUE RECREATIVO,DEPORTIVO CUEMANCO XOCHIMILCO,2000,16000,09,Ciudad de México,013,Xochimilco,0001,Xochimilco,1277,003,,,,Semifijo,19.3000484100000000,-99.100494650000000,2024-11
2024-11,2024,11,Gimnasios y espacios deportivos,Escuela de deporte,Privado,Complementario,NO,,0900300010605,976543,09003611621000011000000000U6,ESCUELA DE FUTBOL PUMAS 201,,611621,Escuelas de deporte del sector privado,0 a 5 personas,AVENIDA,SANTA ANA,CALLE,CAFETALES,AVENIDA,CANAL NACIONAL,EJE VIAL,3 ORIENTE (AVENIDA CARLOTA ARMERO),0,SN,,,0,,COLONIA,SAN FRANCISCO CULHUACAN,,,,04470,09,Ciudad de México,003,Coyoacán,0001,Coyoacán,0605,008,5535002279,,,Fijo,19.3281733500000000,-99.108552710000000,2010-07
2024-11,2024,11,Gimnasios y espacios deportivos,Escuela de deporte,Privado,Complementario,NO,,0900300011444,990147,09003611621000622001000000U0,ESCUELA DE FUTBOL PUMAS,CENTRO UNICO BASICO PARA ATLETAS DE INICIACION DE FUTBOL AC,611621,Escuelas de deporte del sector privado,11 a 30 personas,CALZADA,CALZADA DEL HUESO,CALLE,RANCHO VISTA HERMOSA,CALLE,RANCHO DEL ARENAL,CALLE,RANCHO VISTA HERMOSA,400,,,,,,COLONIA,LOS GIRASOLES,,,,04940,09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1444,025,5554159215,,,Fijo,19.3026872300000000,-99.120974970000000,2010-07
2024-11,2024,11,Gimnasios y espacios deportivos,Escuela de deporte,Privado,Complementario,NO,,0901700010634,747125,09017611621000061000000000U1,CENTRO DEPORTIVO RECREATIVO Y CULTURAL HOLIKEN,,611621,Escuelas de deporte del sector privado,0 a 5 personas,AVENIDA,IZTACCIHUATL,CALLE,16,CALLE,17,CALLE,JOSE RIVERA,0,SN,,,0,,COLONIA,MOCTEZUMA PRIMERA SECCION,,,,15500,09,Ciudad de México,017,Venustiano Carranza,0001,Venustiano Carranza,0634,007,,,,Fijo,19.4251132500000000,-99.101525500000000,2010-07
2024-11,2024,11,Gimnasios y espacios deportivos,Escuela de deporte,Privado,Complementario,NO,,0901100011338,942926,09011611621000561000000000U3,ESCUELA DE FUTBOL CLUB DEPORTIVO MARTINEZ,,611621,Escuelas de deporte del sector privado,0 a 5 personas,CALLE,MANUEL M LOPEZ,CALLE,SAN RAFAEL ATLIXCO,AVENIDA,TLAHUAC,CALLE,SALVADOR DIAZ MIRON,96,,,,0,,COLONIA,SANTA ANA PONIENTE,,,,13300,09,Ciudad de México,011,Tláhuac,0001,Tláhuac,1338,001,5543535788,,,Fijo,19.3022586400000000,-99.044372840000000,2014-12
2024-11,2024,11,Gimnasios y espacios deportivos,Escuela de deporte,Privado,Complementario,NO,,0900300010605,976544,09003611621000572001000000U7,ESCUELA DE FUTBOL AMERICA COYOACAN,,611621,Escuelas de deporte del sector privado,6 a 10 personas,AVENIDA,SANTA ANA,CALLE,CAFETALES,AVENIDA,CANAL NACIONAL,EJE VIAL,3 ORIENTE (AVENIDA CARLOTA ARMERO),,SN,,,,,COLONIA,SAN FRANCISCO CULHUACAN,,,,04470,09,Ciudad de México,003,Coyoacán,0001,Coyoacán,0605,008,,,,Fijo,19.3282015100000000,-99.109077080000000,2010-07
2024-11,2024,11,Gimnasios y espacios deportivos,Escuela de deporte,Privado,Complementario,NO,,0900300010179,907804,09003611621000931001000000U5,ESCUELA DE ENSEÑANZA ACUATICA AGUA VIVA,,611621,Escuelas de deporte del sector privado,0 a 5 personas,CALLE,CERRO DE LA ESTRELLA,CALLE,CERRO DE LORETO,CALLE,CERRO DE LAS CAMPANAS,CALLE,CERRO SAN ANDRES,155,,,,0,,COLONIA,CAMPESTRE CHURUBUSCO,,,,04200,09,Ciudad de México,003,Coyoacán,0001,Coyoacán,0179,007,,,,Fijo,19.3493285400000000,-99.134594130000000,2014-12
2024-11,2024,11,Gimnasios y espacios deportivos,Escuela de deporte,Privado,Complementario,NO,,0900400010320,10098858,09004611621000401000000000U7,ESCUELA DE EQUITACION ENTRENANDO CAMPEONES,,611621,Escuelas de deporte del sector privado,0 a 5 personas,CALLE,VALLE DE LAS MONJAS,CALLE,NINGUNO,AVENIDA,CARRETERA SAN MATEO TLALTENANGO SANTA ROSA XOCHIAC,CALLE,SAN JUAN DEL RIO,133,,,,,,COLONIA,SAN MATEO TLALTENANGO,,,,05600,09,Ciudad de México,004,Cuajimalpa de Morelos,0001,Cuajimalpa de Morelos,0320,012,,,,Fijo,19.3413088500000000,-99.288704280000000,2024-11
2024-11,2024,11,Gimnasios y espacios deportivos,Escuela de deporte,Privado,Complementario,NO,,0901400010986,7255617,09014713943001351000000000U7,ESCUELA DE ENTRENADORES,MAURICIO VARGAS SANCHEZ SA DE CV,611621,Escuelas de deporte del sector privado,6 a 10 personas,CIRCUITO,INTERIOR AVENIDA RIO CHURUBUSCO,CALLE,PAZ MONTES DE OCA,CALLE,RIFF,CIRCUITO,INTERIOR (AVENIDA RIO CHURUBUSCO),237,,,,,,COLONIA,GENERAL ANAYA,,,,03340,09,Ciudad de México,014,Benito Juárez,0001,Benito Juárez,0986,004,5567025336,EXITOSMAU@GMAIL.COM,WWW.EDEMEX.CO.MX,Fijo,19.3581182800000000,-99.156681840000000,2019-11
2024-11,2024,11,Gimnasios y espacios deportivos,Escuela de deporte,Privado,Complementario,NO,,0900600010325,7268215,09006713943001141000000000U8,BOXEO LAZ,,611621,Escuelas de deporte del sector privado,0 a 5 personas,EJE VIAL,5 ORIENTE JAVIER ROJO GOMEZ,AVENIDA,SUR 8,CALLE,SUR 12,CALLE,ORIENTE 237,0,SN,CENTRO SOCIAL POPULAR Y DEPORTIVO LEANDRO VALLE,PLANTA BAJA,,,COLONIA,AGRICOLA ORIENTAL,PARQUE RECREATIVO,CENTRO SOCIAL POPULAR Y DEPORTIVO LEANDRO VALLE,SN,08500,09,Ciudad de México,006,Iztacalco,0001,Iztacalco,0325,014,5513583084,MAUROAYALABOXEO3@HOTMAIL.COM,,Fijo,19.3986189600000000,-99.072495180000000,2019-11
2024-11,2024,11,Gimnasios y espacios deportivos,Escuela de deporte,Público,Complementario,NO,,0900300011478,909173,09003713943001521010000000U8,BOX ARTES MARCIALES MIXTAS,,611622,Escuelas de deporte del sector público,0 a 5 personas,CALLE,ROSARIO CASTELLANOS,ANDADOR,1 ROSARIO CASTELLANOS,ANDADOR,FRANCISCA GARCIA BATLE,OTRO(ESPECIFIQUE),NINGUNO,0,SN,,,0,,COLONIA,CULHUACAN CTM SECCION VIII,,,,04909,09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1478,002,5537206446,,,Fijo,19.3176173300000000,-99.103814010000000,2014-12
2024-11,2024,11,Gimnasios y espacios deportivos,Escuela de deporte,Privado,Complementario,NO,,0901400010064,959632,09014611621000571000000000U6,BOX 4 LIFE,,611621,Escuelas de deporte del sector privado,0 a 5 personas,EJE VIAL,4 SUR XOLA,CALLE,PITAGORAS,CALLE,PESTALOZZI,AVENIDA,DIAGONAL SAN ANTONIO,1113,1,,,0,,COLONIA,NARVARTE PONIENTE,,,,03020,09,Ciudad de México,014,Benito Juárez,0001,Benito Juárez,0064,016,5531498973,,,Fijo,19.3959071000000000,-99.157811650000000,2010-07
2024-11,2024,11,Gimnasios y espacios deportivos,Escuela de deporte,Privado,Complementario,NO,,0901000012112,924800,09010713943000951010000000U3,BOX TA MERCADO,,611621,Escuelas de deporte del sector privado,0 a 5 personas,AVENIDA,CHICAGO,CALLE,URANO,CALLE,NEPTUNO,CALLE,MERCURIO,0,SN,,,,,COLONIA,REACOMODO EL CUERNITO,,,,01280,09,Ciudad de México,010,Álvaro Obregón,0001,Álvaro Obregón,2112,002,5533647025,,,Fijo,19.3817283600000000,-99.208494870000000,2014-12
2024-11,2024,11,Gimnasios y espacios deportivos,Escuela de deporte,Privado,Complementario,NO,,0901500010697,10638170,09015611621001171000000000U1,BOX FACTORY,ALBERTO VILLA JAVIER JUAREZ Y RENATO CANO SA DE CV,611621,Escuelas de deporte del sector privado,0 a 5 personas,AVENIDA,RIBERA DE SAN COSME,CALLE,JOSE ROSAS MORENO,CALLE,MIGUEL SCHULTZ,CALLE,ALFONSO HERRERA,66,,PLAZA SAN COSME 66,PLANTA BAJA,,,COLONIA,SAN RAFAEL,CENTRO Y PLAZA COMERCIAL,PLAZA SAN COSME 66,10,06470,09,Ciudad de México,015,Cuauhtémoc,0001,Cuauhtémoc,0697,017,,,,Fijo,19.4414043300000000,-99.160128050000000,2024-11
2024-11,2024,11,Gimnasios y espacios deportivos,Escuela de deporte,Privado,Complementario,NO,,0901700011524,10707438,09017611621000531000000000U3,CABUBY BOX VALLEJO,,611621,Escuelas de deporte del sector privado,0 a 5 personas,CALLE,TENOCHTITLAN,OTRO(ESPECIFIQUE),BARDA,CALLE,CIRCUNVALACION,CALLE,ACOLHUACAN,0,SN,,,,,COLONIA,ARENAL SEGUNDA SECCION,,,,15680,09,Ciudad de México,017,Venustiano Carranza,0001,Venustiano Carranza,1524,025,,,,Fijo,19.4228304700000000,-99.058879110000000,2024-11
2024-11,2024,11,Gimnasios y espacios deportivos,Escuela de deporte,Privado,Complementario,NO,,0901600011226,777380,09016713943000372011000000U9,BUYUTSU CENTRO DE MEDITACION Y MOVIMIENTO,BUYUTSU MEXICO SA DE CV,611621,Escuelas de deporte del sector privado,6 a 10 personas,CALLE,TOPOGRAFOS,CALLE,INGENIEROS,AVENIDA,NUEVO LEON,AVENIDA,NUEVO LEON,7,,EDIFICIO SIN NOMBRE,PISO 1,,,COLONIA,ESCANDON II SECCION,,,,11800,09,Ciudad de México,016,Miguel Hidalgo,0001,Miguel Hidalgo,1226,016,,BUYUTSU.TV.MX@GMAIL.COM,WWW.BUJUTSU.TV,Fijo,19.4004436500000000,-99.170675930000000,2010-07
2024-11,2024,11,Gimnasios y espacios deportivos,Escuela de deporte,Privado,Complementario,NO,,0900600010310,709240,09006611621000301000000000U4,BUSHIDO SPORT KARATE,,611621,Escuelas de deporte del sector privado,0 a 5 personas,CALLE,ORIENTE 229,CALLE,SUR 20,CALLE,SUR 16,CALLE,ORIENTE 221,379,,,,0,,COLONIA,AGRICOLA ORIENTAL,,,,08500,09,Ciudad de México,006,Iztacalco,0001,Iztacalco,0310,003,,SENSEI.LCAMPOS@HOTMAIL.COM,,Fijo,19.3947752800000000,-99.081315660000000,2014-12
2024-11,2024,11,Gimnasios y espacios deportivos,Escuela de deporte,Público,Complementario,NO,,0901200012085,855563,09012611621000464001000000U8,CENTRO DE FORMACION DEPORTIVA CEFORMA,DELEGACION TLALPAN GOBIERNO DEL DISTRITO FEDERAL,611622,Escuelas de deporte del sector público,31 a 50 personas,CALLE,AVENIDA MIGUEL HIDALGO,PRIVADA,CANTERA,CALLE,AVENIDA FUENTES BROTANTES,PRIVADA,CUARTA CANTERA,0,SN,,,195,,COLONIA,FUENTES BROTANTES,,,,14410,09,Ciudad de México,012,Tlalpan,0001,Tlalpan,2085,038,5564351380,DEPORTIVOCEFORMA2021@GMAIL.COM,,Fijo,19.2810474700000000,-99.187144220000000,2010-07
2024-11,2024,11,Gimnasios y espacios deportivos,Escuela de deporte,Público,Complementario,NO,,0901100011499,11433149,09011611622000063000000000U8,CANCHA DE BASQUETBOL,MARGARITA CAMARILLO GONZALEZ,611622,Escuelas de deporte del sector público,11 a 30 personas,CALLE,BENITO JUAREZ,CERRADA,BENITO JUAREZ,CALLE,IGNACIO ALLENDE,CERRADA,MARGARITA MAZA DE JUAREZ,0,SN,,,,,COLONIA,OLIVAR SANTA MARIA,,,,13540,09,Ciudad de México,011,Tláhuac,0001,Tláhuac,1499,034,,,,Fijo,19.2450957200000000,-99.012560420000000,2024-11
2024-11,2024,11,Gimnasios y espacios deportivos,Escuela de deporte,Privado,Complementario,NO,,0901700010244,8725580,09017611621000502000000000U4,CENTRO DE FORMACION DEPORTIVA INFANTIL PUMAS DE MOLINA,,611621,Escuelas de deporte del sector privado,0 a 5 personas,EJE VIAL,3 ORIENTE INGENIERO EDUARDO MOLINA,CALLE,PELUQUEROS,CALLE,PROGRESO,CALLE,PROGRESO,,SN,,,,,COLONIA,MICHOACANA,,,,15240,09,Ciudad de México,017,Venustiano Carranza,0001,Venustiano Carranza,0244,008,,,,Fijo,19.4436056400000000,-99.112728670000000,2019-11
2024-11,2024,11,Gimnasios y espacios deportivos,Escuela de deporte,Privado,Complementario,NO,,0900500010205,9202377,09005713943004171000000000U4,CENTRO DE YOGA,,611621,Escuelas de deporte del sector privado,0 a 5 personas,AVENIDA,GUADALUPE VICTORIA,CALLE,TEPEU,CERRADA,GUADALUPE VICTORIA,CALLE,TEPEU,33,,,,0,,COLONIA,GUADALUPE VICTORIA,,,,07790,09,Ciudad de México,005,Gustavo A. Madero,0001,Gustavo A. Madero,0205,036,5527293462,,,Fijo,19.5437928000000000,-99.138037660000000,2019-11
2024-11,2024,11,Gimnasios y espacios deportivos,Escuela de deporte,Privado,Complementario,NO,,0900700013100,11138075,09007611621002181000000000U6,CLUB SAMURAYS KARATE MEXICO,,611621,Escuelas de deporte del sector privado,0 a 5 personas,CALLE,MERCURIO,CALLE,LUNA,CALLE,MERCURIO,CALLE,SOLAR,,SN,,,,,COLONIA,LOMAS DE LA ESTANCIA,,,,09640,09,Ciudad de México,007,Iztapalapa,0001,Iztapalapa,3100,012,,,,Fijo,19.3383770800000000,-99.010388960000000,2024-11
2024-11,2024,11,Gimnasios y espacios deportivos,Escuela de deporte,Privado,Complementario,NO,,0900700011301,800630,09007611621000691001000000U6,CLUB OF SWIMMING DOLPHINS,,611621,Escuelas de deporte del sector privado,11 a 30 personas,CALLE,LICENCIADO ISIDRO FABELA,AVENIDA,HIDALGO,CALLE,LICENCIADO GILBERTO VALENZUELA,AVENIDA,GENARO ESTRADA,47,,,,0,,COLONIA,JACARANDAS,,,,09280,09,Ciudad de México,007,Iztapalapa,0001,Iztapalapa,1301,003,,,,Fijo,19.3445187200000000,-99.049936920000000,2010-07
